Number of Records,Year_Wind,Values_Wind,Countries
1,01/01/1976,,Belarus
1,01/01/1976,,Kazakhstan
1,01/01/1976,,Russian Federation
1,01/01/1976,,Turkmenistan
1,01/01/1976,0,USSR
1,01/01/1976,,Uzbekistan
1,01/01/1976,0,Iran
1,01/01/1976,0,Iraq
1,01/01/1976,0,Israel
1,01/01/1976,0,Kuwait
1,01/01/1976,0,Oman
1,01/01/1976,0,Qatar
1,01/01/1976,0,Saudi Arabia
1,01/01/1976,0,United Arab Emirates
1,01/01/1976,0,Algeria
1,01/01/1976,0,Egypt
1,01/01/1976,0,Morocco
1,01/01/1976,0,South Africa
1,01/01/1976,0,Eastern Africa
1,01/01/1976,0,Australia
1,01/01/1976,0,Bangladesh
1,01/01/1976,0,China
1,01/01/1976,0,China Hong Kong SAR
1,01/01/1976,0,India
1,01/01/1976,0,Indonesia
1,01/01/1976,0,Japan
1,01/01/1976,0,Malaysia
1,01/01/1976,0,New Zealand
1,01/01/1976,0,Pakistan
1,01/01/1976,0,Philippines
1,01/01/1976,0,Singapore
1,01/01/1976,0,South Korea
1,01/01/1976,0,Sri Lanka
1,01/01/1976,0,Taiwan
1,01/01/1976,0,Thailand
1,01/01/1976,0,Vietnam
1,01/01/1977,0,Canada
1,01/01/1977,0,Mexico
1,01/01/1977,0,US
1,01/01/1977,0,Argentina
1,01/01/1977,0,Brazil
1,01/01/1977,0,Chile
1,01/01/1977,0,Colombia
1,01/01/1977,0,Ecuador
1,01/01/1977,0,Peru
1,01/01/1977,0,Trinidad & Tobago
1,01/01/1977,0,Venezuela
1,01/01/1977,0,Austria
1,01/01/1977,0,Belgium
1,01/01/1977,0,Bulgaria
1,01/01/1977,,Croatia
1,01/01/1977,0,Cyprus
1,01/01/1977,0,Czech Republic
1,01/01/1977,0,Denmark
1,01/01/1977,,Estonia
1,01/01/1977,0,Finland
1,01/01/1977,0,France
1,01/01/1977,0,Germany
1,01/01/1977,0,Greece
1,01/01/1977,0,Hungary
1,01/01/1977,0,Iceland
1,01/01/1977,0,Ireland
1,01/01/1977,0,Italy
1,01/01/1977,,Latvia
1,01/01/1977,,Lithuania
1,01/01/1977,0,Luxembourg
1,01/01/1977,0,Netherlands
1,01/01/1977,,North Macedonia
1,01/01/1977,0,Norway
1,01/01/1977,0,Poland
1,01/01/1977,0,Portugal
1,01/01/1977,0,Romania
1,01/01/1977,0,Slovakia
1,01/01/1977,,Slovenia
1,01/01/1977,0,Spain
1,01/01/1977,0,Sweden
1,01/01/1977,0,Switzerland
1,01/01/1977,0,Turkey
1,01/01/1977,0,Ukraine
1,01/01/1977,0,United Kingdom
1,01/01/1977,,Azerbaijan
1,01/01/1977,,Belarus
1,01/01/1977,,Kazakhstan
1,01/01/1977,,Russian Federation
1,01/01/1977,,Turkmenistan
1,01/01/1977,0,USSR
1,01/01/1977,,Uzbekistan
1,01/01/1977,0,Iran
1,01/01/1977,0,Iraq
1,01/01/1977,0,Israel
1,01/01/1977,0,Kuwait
1,01/01/1977,0,Oman
1,01/01/1977,0,Qatar
1,01/01/1977,0,Saudi Arabia
1,01/01/1977,0,United Arab Emirates
1,01/01/1977,0,Algeria
1,01/01/1977,0,Egypt
1,01/01/1977,0,Morocco
1,01/01/1977,0,South Africa
1,01/01/1977,0,Eastern Africa
1,01/01/1977,0,Australia
1,01/01/1977,0,Bangladesh
1,01/01/1977,0,China
1,01/01/1977,0,China Hong Kong SAR
1,01/01/1977,0,India
1,01/01/1977,0,Indonesia
1,01/01/1977,0,Japan
1,01/01/1977,0,Malaysia
1,01/01/1977,0,New Zealand
1,01/01/1977,0,Pakistan
1,01/01/1977,0,Philippines
1,01/01/1977,0,Singapore
1,01/01/1977,0,South Korea
1,01/01/1977,0,Sri Lanka
1,01/01/1977,0,Taiwan
1,01/01/1977,0,Thailand
1,01/01/1977,0,Vietnam
1,01/01/1978,0,Canada
1,01/01/1978,0,Mexico
1,01/01/1978,0,US
1,01/01/1978,0,Argentina
1,01/01/1978,0,Brazil
1,01/01/1978,0,Chile
1,01/01/1978,0,Colombia
1,01/01/1978,0,Ecuador
1,01/01/1978,0,Peru
1,01/01/1978,0,Trinidad & Tobago
1,01/01/1978,0,Venezuela
1,01/01/1978,0,Austria
1,01/01/1978,0,Belgium
1,01/01/1978,0,Bulgaria
1,01/01/1978,,Croatia
1,01/01/1978,0,Cyprus
1,01/01/1978,0,Czech Republic
1,01/01/1978,0.000678825,Denmark
1,01/01/1978,,Estonia
1,01/01/1978,0,Finland
1,01/01/1978,0,France
1,01/01/1978,0,Germany
1,01/01/1978,0,Greece
1,01/01/1978,0,Hungary
1,01/01/1978,0,Iceland
1,01/01/1978,0,Ireland
1,01/01/1978,0,Italy
1,01/01/1978,,Latvia
1,01/01/1978,,Lithuania
1,01/01/1978,0,Luxembourg
1,01/01/1978,0,Netherlands
1,01/01/1978,,North Macedonia
1,01/01/1978,0,Norway
1,01/01/1978,0,Poland
1,01/01/1978,0,Portugal
1,01/01/1978,0,Romania
1,01/01/1978,0,Slovakia
1,01/01/1978,,Slovenia
1,01/01/1978,0,Spain
1,01/01/1978,0,Sweden
1,01/01/1978,0,Switzerland
1,01/01/1978,0,Turkey
1,01/01/1978,0,Ukraine
1,01/01/1978,0,United Kingdom
1,01/01/1978,,Azerbaijan
1,01/01/1978,,Belarus
1,01/01/1978,,Kazakhstan
1,01/01/1978,,Russian Federation
1,01/01/1978,,Turkmenistan
1,01/01/1978,0,USSR
1,01/01/1978,,Uzbekistan
1,01/01/1978,0,Iran
1,01/01/1978,0,Iraq
1,01/01/1978,0,Israel
1,01/01/1978,0,Kuwait
1,01/01/1978,0,Oman
1,01/01/1978,0,Qatar
1,01/01/1978,0,Saudi Arabia
1,01/01/1978,0,United Arab Emirates
1,01/01/1978,0,Algeria
1,01/01/1978,0,Egypt
1,01/01/1978,0,Morocco
1,01/01/1978,0,South Africa
1,01/01/1978,0,Eastern Africa
1,01/01/1978,0,Australia
1,01/01/1978,0,Bangladesh
1,01/01/1978,0,China
1,01/01/1978,0,China Hong Kong SAR
1,01/01/1978,0,India
1,01/01/1978,0,Indonesia
1,01/01/1978,0,Japan
1,01/01/1978,0,Malaysia
1,01/01/1978,0,New Zealand
1,01/01/1978,0,Pakistan
1,01/01/1978,0,Philippines
1,01/01/1978,0,Singapore
1,01/01/1978,0,South Korea
1,01/01/1978,0,Sri Lanka
1,01/01/1978,0,Taiwan
1,01/01/1978,0,Thailand
1,01/01/1978,0,Vietnam
1,01/01/1979,0,Canada
1,01/01/1979,0,Mexico
1,01/01/1979,0,US
1,01/01/1979,0,Argentina
1,01/01/1979,0,Brazil
1,01/01/1979,0,Chile
1,01/01/1979,0,Colombia
1,01/01/1979,0,Ecuador
1,01/01/1979,0,Peru
1,01/01/1979,0,Trinidad & Tobago
1,01/01/1979,0,Venezuela
1,01/01/1979,0,Austria
1,01/01/1979,0,Belgium
1,01/01/1979,0,Bulgaria
1,01/01/1979,,Croatia
1,01/01/1979,0,Cyprus
1,01/01/1979,0,Czech Republic
1,01/01/1979,0.00135765,Denmark
1,01/01/1979,,Estonia
1,01/01/1979,0,Finland
1,01/01/1979,0,France
1,01/01/1979,0,Germany
1,01/01/1979,0,Greece
1,01/01/1979,0,Hungary
1,01/01/1979,0,Iceland
1,01/01/1979,0,Ireland
1,01/01/1979,0,Italy
1,01/01/1979,,Latvia
1,01/01/1979,,Lithuania
1,01/01/1979,0,Luxembourg
1,01/01/1979,0,Netherlands
1,01/01/1979,,North Macedonia
1,01/01/1979,0,Norway
1,01/01/1979,0,Poland
1,01/01/1979,0,Portugal
1,01/01/1979,0,Romania
1,01/01/1979,0,Slovakia
1,01/01/1979,,Slovenia
1,01/01/1979,0,Spain
1,01/01/1979,0,Sweden
1,01/01/1979,0,Switzerland
1,01/01/1979,0,Turkey
1,01/01/1979,0,Ukraine
1,01/01/1979,0,United Kingdom
1,01/01/1979,,Azerbaijan
1,01/01/1979,,Belarus
1,01/01/1979,,Kazakhstan
1,01/01/1979,,Russian Federation
1,01/01/1979,,Turkmenistan
1,01/01/1979,0,USSR
1,01/01/1979,,Uzbekistan
1,01/01/1979,0,Iran
1,01/01/1979,0,Iraq
1,01/01/1979,0,Israel
1,01/01/1979,0,Kuwait
1,01/01/1979,0,Oman
1,01/01/1979,0,Qatar
1,01/01/1979,0,Saudi Arabia
1,01/01/1979,0,United Arab Emirates
1,01/01/1979,0,Algeria
1,01/01/1979,0,Egypt
1,01/01/1979,0,Morocco
1,01/01/1979,0,South Africa
1,01/01/1979,0,Eastern Africa
1,01/01/1979,0,Australia
1,01/01/1979,0,Bangladesh
1,01/01/1979,0,China
1,01/01/1979,0,China Hong Kong SAR
1,01/01/1979,0,India
1,01/01/1979,0,Indonesia
1,01/01/1979,0,Japan
1,01/01/1979,0,Malaysia
1,01/01/1979,0,New Zealand
1,01/01/1979,0,Pakistan
1,01/01/1979,0,Philippines
1,01/01/1979,0,Singapore
1,01/01/1979,0,South Korea
1,01/01/1979,0,Sri Lanka
1,01/01/1979,0,Taiwan
1,01/01/1979,0,Thailand
1,01/01/1979,0,Vietnam
1,01/01/1980,0,Canada
1,01/01/1980,0,Mexico
1,01/01/1980,0,US
1,01/01/1980,0,Argentina
1,01/01/1980,0,Brazil
1,01/01/1980,0,Chile
1,01/01/1980,0,Colombia
1,01/01/1980,0,Ecuador
1,01/01/1980,0,Peru
1,01/01/1980,0,Trinidad & Tobago
1,01/01/1980,0,Venezuela
1,01/01/1980,0,Austria
1,01/01/1980,0,Belgium
1,01/01/1980,0,Bulgaria
1,01/01/1980,,Croatia
1,01/01/1980,0,Cyprus
1,01/01/1980,0,Czech Republic
1,01/01/1980,0.002375888,Denmark
1,01/01/1980,,Estonia
1,01/01/1980,0,Finland
1,01/01/1980,0,France
1,01/01/1980,0,Germany
1,01/01/1980,0,Greece
1,01/01/1980,0,Hungary
1,01/01/1980,0,Iceland
1,01/01/1980,0,Ireland
1,01/01/1980,0,Italy
1,01/01/1980,,Latvia
1,01/01/1980,,Lithuania
1,01/01/1980,0,Luxembourg
1,01/01/1980,0,Netherlands
1,01/01/1980,,North Macedonia
1,01/01/1980,0,Norway
1,01/01/1980,0,Poland
1,01/01/1980,0,Portugal
1,01/01/1980,0,Romania
1,01/01/1980,0,Slovakia
1,01/01/1980,,Slovenia
1,01/01/1980,0,Spain
1,01/01/1980,0,Sweden
1,01/01/1980,0,Switzerland
1,01/01/1980,0,Turkey
1,01/01/1980,0,Ukraine
1,01/01/1980,0,United Kingdom
1,01/01/1980,,Azerbaijan
1,01/01/1980,,Belarus
1,01/01/1980,,Kazakhstan
1,01/01/1980,,Russian Federation
1,01/01/1980,,Turkmenistan
1,01/01/1980,0,USSR
1,01/01/1980,,Uzbekistan
1,01/01/1980,0,Iran
1,01/01/1980,0,Iraq
1,01/01/1980,0,Israel
1,01/01/1980,0,Kuwait
1,01/01/1980,0,Oman
1,01/01/1980,0,Qatar
1,01/01/1980,0,Saudi Arabia
1,01/01/1980,0,United Arab Emirates
1,01/01/1980,0,Algeria
1,01/01/1980,0,Egypt
1,01/01/1980,0,Morocco
1,01/01/1980,0,South Africa
1,01/01/1980,0,Eastern Africa
1,01/01/1980,0,Australia
1,01/01/1980,0,Bangladesh
1,01/01/1980,0,China
1,01/01/1980,0,China Hong Kong SAR
1,01/01/1980,0,India
1,01/01/1980,0,Indonesia
1,01/01/1980,0,Japan
1,01/01/1980,0,Malaysia
1,01/01/1980,0,New Zealand
1,01/01/1980,0,Pakistan
1,01/01/1980,0,Philippines
1,01/01/1980,0,Singapore
1,01/01/1980,0,South Korea
1,01/01/1980,0,Sri Lanka
1,01/01/1980,0,Taiwan
1,01/01/1980,0,Thailand
1,01/01/1980,0,Vietnam
1,01/01/1981,0,Canada
1,01/01/1981,0,Mexico
1,01/01/1981,0,US
1,01/01/1981,0,Argentina
1,01/01/1981,0,Brazil
1,01/01/1981,0,Chile
1,01/01/1981,0,Colombia
1,01/01/1981,0,Ecuador
1,01/01/1981,0,Peru
1,01/01/1981,0,Trinidad & Tobago
1,01/01/1981,0,Venezuela
1,01/01/1981,0,Austria
1,01/01/1981,0,Belgium
1,01/01/1981,0,Bulgaria
1,01/01/1981,,Croatia
1,01/01/1981,0,Cyprus
1,01/01/1981,0,Czech Republic
1,01/01/1981,0.002375888,Denmark
1,01/01/1981,,Estonia
1,01/01/1981,0,Finland
1,01/01/1981,0,France
1,01/01/1981,0,Germany
1,01/01/1981,0,Greece
1,01/01/1981,0,Hungary
1,01/01/1981,0,Iceland
1,01/01/1981,0,Ireland
1,01/01/1981,0,Italy
1,01/01/1981,,Latvia
1,01/01/1981,,Lithuania
1,01/01/1981,0,Luxembourg
1,01/01/1981,0,Netherlands
1,01/01/1981,,North Macedonia
1,01/01/1981,0,Norway
1,01/01/1981,0,Poland
1,01/01/1981,0,Portugal
1,01/01/1981,0,Romania
1,01/01/1981,0,Slovakia
1,01/01/1981,,Slovenia
1,01/01/1981,0,Spain
1,01/01/1981,0,Sweden
1,01/01/1981,0,Switzerland
1,01/01/1981,0,Turkey
1,01/01/1981,0,Ukraine
1,01/01/1981,0,United Kingdom
1,01/01/1981,,Azerbaijan
1,01/01/1981,,Belarus
1,01/01/1981,,Kazakhstan
1,01/01/1981,,Russian Federation
1,01/01/1981,,Turkmenistan
1,01/01/1981,0,USSR
1,01/01/1981,,Uzbekistan
1,01/01/1981,0,Iran
1,01/01/1981,0,Iraq
1,01/01/1981,0,Israel
1,01/01/1981,0,Kuwait
1,01/01/1981,0,Oman
1,01/01/1981,0,Qatar
1,01/01/1981,0,Saudi Arabia
1,01/01/1981,0,United Arab Emirates
1,01/01/1981,0,Algeria
1,01/01/1981,0,Egypt
1,01/01/1981,0,Morocco
1,01/01/1981,0,South Africa
1,01/01/1981,0,Eastern Africa
1,01/01/1981,0,Australia
1,01/01/1981,0,Bangladesh
1,01/01/1981,0,China
1,01/01/1981,0,China Hong Kong SAR
1,01/01/1981,0,India
1,01/01/1981,0,Indonesia
1,01/01/1981,0,Japan
1,01/01/1981,0,Malaysia
1,01/01/1981,0,New Zealand
1,01/01/1981,0,Pakistan
1,01/01/1981,0,Philippines
1,01/01/1981,0,Singapore
1,01/01/1981,0,South Korea
1,01/01/1981,0,Sri Lanka
1,01/01/1981,0,Taiwan
1,01/01/1981,0,Thailand
1,01/01/1981,0,Vietnam
1,01/01/1982,0,Canada
1,01/01/1982,0,Mexico
1,01/01/1982,0,US
1,01/01/1982,0,Argentina
1,01/01/1982,0,Brazil
1,01/01/1982,0,Chile
1,01/01/1982,0,Colombia
1,01/01/1982,0,Ecuador
1,01/01/1982,0,Peru
1,01/01/1982,0,Trinidad & Tobago
1,01/01/1982,0,Venezuela
1,01/01/1982,0,Austria
1,01/01/1982,0,Belgium
1,01/01/1982,0,Bulgaria
1,01/01/1982,,Croatia
1,01/01/1982,0,Cyprus
1,01/01/1982,0,Czech Republic
1,01/01/1982,0.004186089,Denmark
1,01/01/1982,,Estonia
1,01/01/1982,0,Finland
1,01/01/1982,0,France
1,01/01/1982,0,Germany
1,01/01/1982,0,Greece
1,01/01/1982,0,Hungary
1,01/01/1982,0,Iceland
1,01/01/1982,0,Ireland
1,01/01/1982,0,Italy
1,01/01/1982,,Latvia
1,01/01/1982,,Lithuania
1,01/01/1982,0,Luxembourg
1,01/01/1982,0,Netherlands
1,01/01/1982,,North Macedonia
1,01/01/1982,0,Norway
1,01/01/1982,0,Poland
1,01/01/1982,0,Portugal
1,01/01/1982,0,Romania
1,01/01/1982,0,Slovakia
1,01/01/1982,,Slovenia
1,01/01/1982,0,Spain
1,01/01/1982,0,Sweden
1,01/01/1982,0,Switzerland
1,01/01/1982,0,Turkey
1,01/01/1982,0,Ukraine
1,01/01/1982,0,United Kingdom
1,01/01/1982,,Azerbaijan
1,01/01/1982,,Belarus
1,01/01/1982,,Kazakhstan
1,01/01/1982,,Russian Federation
1,01/01/1982,,Turkmenistan
1,01/01/1982,0,USSR
1,01/01/1982,,Uzbekistan
1,01/01/1982,0,Iran
1,01/01/1982,0,Iraq
1,01/01/1982,0,Israel
1,01/01/1982,0,Kuwait
1,01/01/1982,0,Oman
1,01/01/1982,0,Qatar
1,01/01/1982,0,Saudi Arabia
1,01/01/1982,0,United Arab Emirates
1,01/01/1982,0,Algeria
1,01/01/1982,0,Egypt
1,01/01/1982,0,Morocco
1,01/01/1982,0,South Africa
1,01/01/1982,0,Eastern Africa
1,01/01/1982,0,Australia
1,01/01/1982,0,Bangladesh
1,01/01/1982,0,China
1,01/01/1982,0,China Hong Kong SAR
1,01/01/1982,0,India
1,01/01/1982,0,Indonesia
1,01/01/1982,0,Japan
1,01/01/1982,0,Malaysia
1,01/01/1982,0,New Zealand
1,01/01/1982,0,Pakistan
1,01/01/1982,0,Philippines
1,01/01/1982,0,Singapore
1,01/01/1982,0,South Korea
1,01/01/1982,0,Sri Lanka
1,01/01/1982,0,Taiwan
1,01/01/1982,0,Thailand
1,01/01/1982,0,Vietnam
1,01/01/1983,0,Canada
1,01/01/1983,0,Mexico
1,01/01/1983,0.0006098,US
1,01/01/1983,0,Argentina
1,01/01/1983,0,Brazil
1,01/01/1983,0,Chile
1,01/01/1983,0,Colombia
1,01/01/1983,0,Ecuador
1,01/01/1983,0,Peru
1,01/01/1983,0,Trinidad & Tobago
1,01/01/1983,0,Venezuela
1,01/01/1983,0,Austria
1,01/01/1983,0,Belgium
1,01/01/1983,0,Bulgaria
1,01/01/1983,,Croatia
1,01/01/1983,0,Cyprus
1,01/01/1983,0,Czech Republic
1,01/01/1983,0.006132054,Denmark
1,01/01/1983,,Estonia
1,01/01/1983,0,Finland
1,01/01/1983,0,France
1,01/01/1983,0,Germany
1,01/01/1983,0,Greece
1,01/01/1983,0,Hungary
1,01/01/1983,0,Iceland
1,01/01/1983,0,Ireland
1,01/01/1983,0,Italy
1,01/01/1983,,Latvia
1,01/01/1983,,Lithuania
1,01/01/1983,0,Luxembourg
1,01/01/1983,0,Netherlands
1,01/01/1983,,North Macedonia
1,01/01/1983,0,Norway
1,01/01/1983,0,Poland
1,01/01/1983,0,Portugal
1,01/01/1983,0,Romania
1,01/01/1983,0,Slovakia
1,01/01/1983,,Slovenia
1,01/01/1983,0,Spain
1,01/01/1983,0.000678825,Sweden
1,01/01/1983,0,Switzerland
1,01/01/1983,0,Turkey
1,01/01/1983,0,Ukraine
1,01/01/1983,0,United Kingdom
1,01/01/1983,,Azerbaijan
1,01/01/1983,,Belarus
1,01/01/1983,,Kazakhstan
1,01/01/1983,,Russian Federation
1,01/01/1983,,Turkmenistan
1,01/01/1983,0,USSR
1,01/01/1983,,Uzbekistan
1,01/01/1983,0,Iran
1,01/01/1983,0,Iraq
1,01/01/1983,0,Israel
1,01/01/1983,0,Kuwait
1,01/01/1983,0,Oman
1,01/01/1983,0,Qatar
1,01/01/1983,0,Saudi Arabia
1,01/01/1983,0,United Arab Emirates
1,01/01/1983,0,Algeria
1,01/01/1983,0,Egypt
1,01/01/1983,0,Morocco
1,01/01/1983,0,South Africa
1,01/01/1983,0,Eastern Africa
1,01/01/1983,0,Australia
1,01/01/1983,0,Bangladesh
1,01/01/1983,0,China
1,01/01/1983,0,China Hong Kong SAR
1,01/01/1983,0,India
1,01/01/1983,0,Indonesia
1,01/01/1983,0,Japan
1,01/01/1983,0,Malaysia
1,01/01/1983,0,New Zealand
1,01/01/1983,0,Pakistan
1,01/01/1983,0,Philippines
1,01/01/1983,0,Singapore
1,01/01/1983,0,South Korea
1,01/01/1983,0,Sri Lanka
1,01/01/1983,0,Taiwan
1,01/01/1983,0,Thailand
1,01/01/1983,0,Vietnam
1,01/01/1984,0,Canada
1,01/01/1984,0,Mexico
1,01/01/1984,0.001483359,US
1,01/01/1984,0,Argentina
1,01/01/1984,0,Brazil
1,01/01/1984,0,Chile
1,01/01/1984,0,Colombia
1,01/01/1984,0,Ecuador
1,01/01/1984,0,Peru
1,01/01/1984,0,Trinidad & Tobago
1,01/01/1984,0,Venezuela
1,01/01/1984,0,Austria
1,01/01/1984,0,Belgium
1,01/01/1984,0,Bulgaria
1,01/01/1984,,Croatia
1,01/01/1984,0,Cyprus
1,01/01/1984,0,Czech Republic
1,01/01/1984,0.007512332,Denmark
1,01/01/1984,,Estonia
1,01/01/1984,0,Finland
1,01/01/1984,0,France
1,01/01/1984,0,Germany
1,01/01/1984,0,Greece
1,01/01/1984,0,Hungary
1,01/01/1984,0,Iceland
1,01/01/1984,0,Ireland
1,01/01/1984,0,Italy
1,01/01/1984,,Latvia
1,01/01/1984,,Lithuania
1,01/01/1984,0,Luxembourg
1,01/01/1984,0,Netherlands
1,01/01/1984,,North Macedonia
1,01/01/1984,0,Norway
1,01/01/1984,0,Poland
1,01/01/1984,0,Portugal
1,01/01/1984,0,Romania
1,01/01/1984,0,Slovakia
1,01/01/1984,,Slovenia
1,01/01/1984,0,Spain
1,01/01/1984,0.001131375,Sweden
1,01/01/1984,0,Switzerland
1,01/01/1984,0,Turkey
1,01/01/1984,0,Ukraine
1,01/01/1984,0,United Kingdom
1,01/01/1984,,Azerbaijan
1,01/01/1984,,Belarus
1,01/01/1984,,Kazakhstan
1,01/01/1984,,Russian Federation
1,01/01/1984,,Turkmenistan
1,01/01/1984,0,USSR
1,01/01/1984,,Uzbekistan
1,01/01/1984,0,Iran
1,01/01/1984,0,Iraq
1,01/01/1984,0,Israel
1,01/01/1984,0,Kuwait
1,01/01/1984,0,Oman
1,01/01/1984,0,Qatar
1,01/01/1984,0,Saudi Arabia
1,01/01/1984,0,United Arab Emirates
1,01/01/1984,0,Algeria
1,01/01/1984,0,Egypt
1,01/01/1984,0,Morocco
1,01/01/1984,0,South Africa
1,01/01/1984,0,Eastern Africa
1,01/01/1984,0,Australia
1,01/01/1984,0,Bangladesh
1,01/01/1984,0,China
1,01/01/1984,0,China Hong Kong SAR
1,01/01/1984,0,India
1,01/01/1984,0,Indonesia
1,01/01/1984,0,Japan
1,01/01/1984,0,Malaysia
1,01/01/1984,0,New Zealand
1,01/01/1984,0,Pakistan
1,01/01/1984,0,Philippines
1,01/01/1984,0,Singapore
1,01/01/1984,0,South Korea
1,01/01/1984,0,Sri Lanka
1,01/01/1984,0,Taiwan
1,01/01/1984,0,Thailand
1,01/01/1984,0,Vietnam
1,01/01/1985,0.000226275,Canada
1,01/01/1985,0,Mexico
1,01/01/1985,0.001316967,US
1,01/01/1985,0,Argentina
1,01/01/1985,0,Brazil
1,01/01/1985,0,Chile
1,01/01/1985,0,Colombia
1,01/01/1985,0,Ecuador
1,01/01/1985,0,Peru
1,01/01/1985,0,Trinidad & Tobago
1,01/01/1985,0,Venezuela
1,01/01/1985,0,Austria
1,01/01/1985,0,Belgium
1,01/01/1985,0,Bulgaria
1,01/01/1985,,Croatia
1,01/01/1985,0,Cyprus
1,01/01/1985,0,Czech Republic
1,01/01/1985,0.011630538,Denmark
1,01/01/1985,0,Estonia
1,01/01/1985,0,Finland
1,01/01/1985,0,France
1,01/01/1985,0,Germany
1,01/01/1985,0,Greece
1,01/01/1985,0,Hungary
1,01/01/1985,0,Iceland
1,01/01/1985,0,Ireland
1,01/01/1985,0,Italy
1,01/01/1985,0,Latvia
1,01/01/1985,0,Lithuania
1,01/01/1985,0,Luxembourg
1,01/01/1985,0,Netherlands
1,01/01/1985,,North Macedonia
1,01/01/1985,0,Norway
1,01/01/1985,0,Poland
1,01/01/1985,0,Portugal
1,01/01/1985,0,Romania
1,01/01/1985,0,Slovakia
1,01/01/1985,,Slovenia
1,01/01/1985,0,Spain
1,01/01/1985,0.00135765,Sweden
1,01/01/1985,0,Switzerland
1,01/01/1985,0,Turkey
1,01/01/1985,0,Ukraine
1,01/01/1985,0,United Kingdom
1,01/01/1985,0,Azerbaijan
1,01/01/1985,0,Belarus
1,01/01/1985,0,Kazakhstan
1,01/01/1985,0,Russian Federation
1,01/01/1985,0,Turkmenistan
1,01/01/1985,,USSR
1,01/01/1985,0,Uzbekistan
1,01/01/1985,0,Iran
1,01/01/1985,0,Iraq
1,01/01/1985,0,Israel
1,01/01/1985,0,Kuwait
1,01/01/1985,0,Oman
1,01/01/1985,0,Qatar
1,01/01/1985,0,Saudi Arabia
1,01/01/1985,0,United Arab Emirates
1,01/01/1985,0,Algeria
1,01/01/1985,0,Egypt
1,01/01/1985,0,Morocco
1,01/01/1985,0,South Africa
1,01/01/1985,0,Eastern Africa
1,01/01/1985,0,Australia
1,01/01/1985,0,Bangladesh
1,01/01/1985,0,China
1,01/01/1985,0,China Hong Kong SAR
1,01/01/1985,0,India
1,01/01/1985,0,Indonesia
1,01/01/1985,0,Japan
1,01/01/1985,0,Malaysia
1,01/01/1985,0,New Zealand
1,01/01/1985,0,Pakistan
1,01/01/1985,0,Philippines
1,01/01/1985,0,Singapore
1,01/01/1985,0,South Korea
1,01/01/1985,0,Sri Lanka
1,01/01/1985,0,Taiwan
1,01/01/1985,0,Thailand
1,01/01/1985,0,Vietnam
1,01/01/1986,0.000226275,Canada
1,01/01/1986,0,Mexico
1,01/01/1986,0.000957441,US
1,01/01/1986,0,Argentina
1,01/01/1986,0,Brazil
1,01/01/1986,0,Chile
1,01/01/1986,0,Colombia
1,01/01/1986,0,Ecuador
1,01/01/1986,0,Peru
1,01/01/1986,0,Trinidad & Tobago
1,01/01/1986,0,Venezuela
1,01/01/1986,0,Austria
1,01/01/1986,0,Belgium
1,01/01/1986,0,Bulgaria
1,01/01/1986,,Croatia
1,01/01/1986,0,Cyprus
1,01/01/1986,0,Czech Republic
1,01/01/1986,0.028420148,Denmark
1,01/01/1986,0,Estonia
1,01/01/1986,0,Finland
1,01/01/1986,0,France
1,01/01/1986,0.000226275,Germany
1,01/01/1986,0,Greece
1,01/01/1986,0,Hungary
1,01/01/1986,0,Iceland
1,01/01/1986,0,Ireland
1,01/01/1986,0,Italy
1,01/01/1986,0,Latvia
1,01/01/1986,0,Lithuania
1,01/01/1986,0,Luxembourg
1,01/01/1986,0.000226275,Netherlands
1,01/01/1986,,North Macedonia
1,01/01/1986,0,Norway
1,01/01/1986,0,Poland
1,01/01/1986,0,Portugal
1,01/01/1986,0,Romania
1,01/01/1986,0,Slovakia
1,01/01/1986,,Slovenia
1,01/01/1986,0,Spain
1,01/01/1986,0.00135765,Sweden
1,01/01/1986,0,Switzerland
1,01/01/1986,0,Turkey
1,01/01/1986,0,Ukraine
1,01/01/1986,0,United Kingdom
1,01/01/1986,0,Azerbaijan
1,01/01/1986,0,Belarus
1,01/01/1986,0,Kazakhstan
1,01/01/1986,0,Russian Federation
1,01/01/1986,0,Turkmenistan
1,01/01/1986,,USSR
1,01/01/1986,0,Uzbekistan
1,01/01/1986,0,Iran
1,01/01/1986,0,Iraq
1,01/01/1986,0,Israel
1,01/01/1986,0,Kuwait
1,01/01/1986,0,Oman
1,01/01/1986,0,Qatar
1,01/01/1986,0,Saudi Arabia
1,01/01/1986,0,United Arab Emirates
1,01/01/1986,0,Algeria
1,01/01/1986,0,Egypt
1,01/01/1986,0,Morocco
1,01/01/1986,0,South Africa
1,01/01/1986,0,Eastern Africa
1,01/01/1986,0,Australia
1,01/01/1986,0,Bangladesh
1,01/01/1986,0,China
1,01/01/1986,0,China Hong Kong SAR
1,01/01/1986,0,India
1,01/01/1986,0,Indonesia
1,01/01/1986,0,Japan
1,01/01/1986,0,Malaysia
1,01/01/1986,0,New Zealand
1,01/01/1986,0,Pakistan
1,01/01/1986,0,Philippines
1,01/01/1986,0,Singapore
1,01/01/1986,0,South Korea
1,01/01/1986,0,Sri Lanka
1,01/01/1986,0,Taiwan
1,01/01/1986,0,Thailand
1,01/01/1986,0,Vietnam
1,01/01/1987,0.000226275,Canada
1,01/01/1987,0,Mexico
1,01/01/1987,0.000809333,US
