Year,solar_gen_values,Countries
1982,0,Algeria
1982,0,Egypt
1982,0,Morocco
1982,0,South Africa
1982,0,Eastern Africa
1982,0,Australia
1982,0,Bangladesh
1982,0,China
1982,0,Hong Kong SAR
1982,0,India
1982,0,Indonesia
1982,0,Japan
1982,0,Malaysia
1982,0,New Zealand
1982,0,Pakistan
1982,0,Philippines
1982,0,Singapore
1982,0,South Korea
1982,0,Sri Lanka
1982,0,Taiwan
1982,0,Thailand
1982,0,Vietnam
1983,0,Canada
1983,0,Mexico
1983,0.003,US
1983,0,Argentina
1983,0,Brazil
1983,0,Chile
1983,0,Colombia
1983,0,Ecuador
1983,0,Peru
1983,0,Trinidad and Tobago
1983,0,Venezuela
1983,0,Austria
1983,0,Belgium
1983,0,Bulgaria
1983,,Croatia
1983,0,Cyprus
1983,0,Czech Republic
1983,0,Denmark
1983,,Estonia
1983,0,Finland
1983,0,France
1983,0,Germany
1983,0,Greece
1983,0,Hungary
1983,0,Iceland
1983,0,Ireland
1983,0,Italy
1983,,Latvia
1983,,Lithuania
1983,0,Luxembourg
1983,0,Netherlands
1983,,North Macedonia
1983,0,Norway
1983,0,Poland
1983,0,Portugal
1983,0,Romania
1983,0,Slovakia
1983,,Slovenia
1983,0,Spain
1983,0,Sweden
1983,0,Switzerland
1983,0,Turkey
1983,0,Ukraine
1983,0,United Kingdom
1983,,Azerbaijan
1983,,Belarus
1983,,Kazakhstan
1983,,Russian Federation
1983,,Turkmenistan
1983,0,USSR
1983,,Uzbekistan
1983,0,Iran
1983,0,Iraq
1983,0,Israel
1983,0,Kuwait
1983,0,Oman
1983,0,Qatar
1983,0,Saudi Arabia
1983,0,United Arab Emirates
1983,0,Algeria
1983,0,Egypt
1983,0,Morocco
1983,0,South Africa
1983,0,Eastern Africa
1983,0,Australia
1983,0,Bangladesh
1983,0,China
1983,0,Hong Kong SAR
1983,0,India
1983,0,Indonesia
1983,0,Japan
1983,0,Malaysia
1983,0,New Zealand
1983,0,Pakistan
1983,0,Philippines
1983,0,Singapore
1983,0,South Korea
1983,0,Sri Lanka
1983,0,Taiwan
1983,0,Thailand
1983,0,Vietnam
1984,0,Canada
1984,0,Mexico
1984,0.00530101,US
1984,0,Argentina
1984,0,Brazil
1984,0,Chile
1984,0,Colombia
1984,0,Ecuador
1984,0,Peru
1984,0,Trinidad and Tobago
1984,0,Venezuela
1984,0,Austria
1984,0,Belgium
1984,0,Bulgaria
1984,,Croatia
1984,0,Cyprus
1984,0,Czech Republic
1984,0,Denmark
1984,,Estonia
1984,0,Finland
1984,0,France
1984,0,Germany
1984,0,Greece
1984,0,Hungary
1984,0,Iceland
1984,0,Ireland
1984,0,Italy
1984,,Latvia
1984,,Lithuania
1984,0,Luxembourg
1984,0,Netherlands
1984,,North Macedonia
1984,0,Norway
1984,0,Poland
1984,0,Portugal
1984,0,Romania
1984,0,Slovakia
1984,,Slovenia
1984,0,Spain
1984,0,Sweden
1984,0,Switzerland
1984,0,Turkey
1984,0,Ukraine
1984,0.001010101,United Kingdom
1984,,Azerbaijan
1984,,Belarus
1984,,Kazakhstan
1984,,Russian Federation
1984,,Turkmenistan
1984,0,USSR
1984,,Uzbekistan
1984,0,Iran
1984,0,Iraq
1984,0,Israel
1984,0,Kuwait
1984,0,Oman
1984,0,Qatar
1984,0,Saudi Arabia
1984,0,United Arab Emirates
1984,0,Algeria
1984,0,Egypt
1984,0,Morocco
1984,0,South Africa
1984,0,Eastern Africa
1984,0,Australia
1984,0,Bangladesh
1984,0,China
1984,0,Hong Kong SAR
1984,0,India
1984,0,Indonesia
1984,0,Japan
1984,0,Malaysia
1984,0,New Zealand
1984,0,Pakistan
1984,0,Philippines
1984,0,Singapore
1984,0,South Korea
1984,0,Sri Lanka
1984,0,Taiwan
1984,0,Thailand
1984,0,Vietnam
1985,0,Canada
1985,0,Mexico
1985,0.010737374,US
1985,0,Argentina
1985,0,Brazil
1985,0,Chile
1985,0,Colombia
1985,0,Ecuador
1985,0,Peru
1985,0,Trinidad and Tobago
1985,0,Venezuela
1985,0,Austria
1985,0,Belgium
1985,0,Bulgaria
1985,,Croatia
1985,0,Cyprus
1985,0,Czech Republic
1985,0,Denmark
1985,0,Estonia
1985,0,Finland
1985,0,France
1985,0,Germany
1985,0,Greece
1985,0,Hungary
1985,0,Iceland
1985,0,Ireland
1985,0,Italy
1985,0,Latvia
1985,0,Lithuania
1985,0,Luxembourg
1985,0,Netherlands
1985,,North Macedonia
1985,0,Norway
1985,0,Poland
1985,0,Portugal
1985,0,Romania
1985,0,Slovakia
1985,,Slovenia
1985,0,Spain
1985,0,Sweden
1985,0,Switzerland
1985,0,Turkey
1985,0,Ukraine
1985,0.001010101,United Kingdom
1985,0,Azerbaijan
1985,0,Belarus
1985,0,Kazakhstan
1985,0,Russian Federation
1985,0,Turkmenistan
1985,,USSR
1985,0,Uzbekistan
1985,0,Iran
1985,0,Iraq
1985,0,Israel
1985,0,Kuwait
1985,0,Oman
1985,0,Qatar
1985,0,Saudi Arabia
1985,0,United Arab Emirates
1985,0,Algeria
1985,0,Egypt
1985,0,Morocco
1985,0,South Africa
1985,0,Eastern Africa
1985,0,Australia
1985,0,Bangladesh
1985,0,China
1985,0,Hong Kong SAR
1985,0,India
1985,0,Indonesia
1985,0,Japan
1985,0,Malaysia
1985,0,New Zealand
1985,0,Pakistan
1985,0,Philippines
1985,0,Singapore
1985,0,South Korea
1985,0,Sri Lanka
1985,0,Taiwan
1985,0,Thailand
1985,0,Vietnam
1986,0,Canada
1986,0,Mexico
1986,0.014173737,US
1986,0,Argentina
1986,0,Brazil
1986,0,Chile
1986,0,Colombia
1986,0,Ecuador
1986,0,Peru
1986,0,Trinidad and Tobago
1986,0,Venezuela
1986,0,Austria
1986,0,Belgium
1986,0,Bulgaria
1986,,Croatia
1986,0,Cyprus
1986,0,Czech Republic
1986,0,Denmark
1986,0,Estonia
1986,0,Finland
1986,0,France
1986,0,Germany
1986,0,Greece
1986,0,Hungary
1986,0,Iceland
1986,0,Ireland
1986,0,Italy
1986,0,Latvia
1986,0,Lithuania
1986,0,Luxembourg
1986,0,Netherlands
1986,,North Macedonia
1986,0,Norway
1986,0,Poland
1986,0,Portugal
1986,0,Romania
1986,0,Slovakia
1986,,Slovenia
1986,0,Spain
1986,0,Sweden
1986,0,Switzerland
1986,0,Turkey
1986,0,Ukraine
1986,0.001010101,United Kingdom
1986,0,Azerbaijan
1986,0,Belarus
1986,0,Kazakhstan
1986,0,Russian Federation
1986,0,Turkmenistan
1986,,USSR
1986,0,Uzbekistan
1986,0,Iran
1986,0,Iraq
1986,0,Israel
1986,0,Kuwait
1986,0,Oman
1986,0,Qatar
1986,0,Saudi Arabia
1986,0,United Arab Emirates
1986,0,Algeria
1986,0,Egypt
1986,0,Morocco
1986,0,South Africa
1986,0,Eastern Africa
1986,0,Australia
1986,0,Bangladesh
1986,0,China
1986,0,Hong Kong SAR
1986,0,India
1986,0,Indonesia
1986,0,Japan
1986,0,Malaysia
1986,0,New Zealand
1986,0,Pakistan
1986,0,Philippines
1986,0,Singapore
1986,0,South Korea
1986,0,Sri Lanka
1986,0,Taiwan
1986,0,Thailand
1986,0,Vietnam
1987,0,Canada
1987,0,Mexico
1987,0.01060303,US
1987,0,Argentina
1987,0,Brazil
1987,0,Chile
1987,0,Colombia
1987,0,Ecuador
1987,0,Peru
1987,0,Trinidad and Tobago
1987,0,Venezuela
1987,0,Austria
1987,0,Belgium
1987,0,Bulgaria
1987,,Croatia
1987,0,Cyprus
1987,0,Czech Republic
1987,0,Denmark
1987,0,Estonia
1987,0,Finland
1987,0,France
1987,0,Germany
1987,0,Greece
1987,0,Hungary
1987,0,Iceland
1987,0,Ireland
1987,0,Italy
1987,0,Latvia
1987,0,Lithuania
1987,0,Luxembourg
1987,0,Netherlands
1987,,North Macedonia
1987,0,Norway
1987,0,Poland
1987,0,Portugal
1987,0,Romania
1987,0,Slovakia
1987,,Slovenia
1987,0,Spain
1987,0,Sweden
1987,0,Switzerland
1987,0,Turkey
1987,0,Ukraine
1987,0,United Kingdom
1987,0,Azerbaijan
1987,0,Belarus
1987,0,Kazakhstan
1987,0,Russian Federation
1987,0,Turkmenistan
1987,,USSR
1987,0,Uzbekistan
1987,0,Iran
1987,0,Iraq
1987,0,Israel
1987,0,Kuwait
1987,0,Oman
1987,0,Qatar
1987,0,Saudi Arabia
1987,0,United Arab Emirates
1987,0,Algeria
1987,0,Egypt
1987,0,Morocco
1987,0,South Africa
1987,0,Eastern Africa
1987,0,Australia
1987,0,Bangladesh
1987,0,China
1987,0,Hong Kong SAR
1987,0,India
1987,0,Indonesia
1987,0,Japan
1987,0,Malaysia
1987,0,New Zealand
1987,0,Pakistan
1987,0,Philippines
1987,0,Singapore
1987,0,South Korea
1987,0,Sri Lanka
1987,0,Taiwan
1987,0,Thailand
1987,0,Vietnam
1988,0,Canada
1988,0,Mexico
1988,0.009185859,US
1988,0,Argentina
1988,0,Brazil
1988,0,Chile
1988,0,Colombia
1988,0,Ecuador
1988,0,Peru
1988,0,Trinidad and Tobago
1988,0,Venezuela
1988,0,Austria
1988,0,Belgium
1988,0,Bulgaria
1988,,Croatia
1988,0,Cyprus
1988,0,Czech Republic
1988,0,Denmark
1988,0,Estonia
1988,0,Finland
1988,0,France
1988,0,Germany
1988,0,Greece
1988,0,Hungary
1988,0,Iceland
1988,0,Ireland
1988,0,Italy
1988,0,Latvia
1988,0,Lithuania
1988,0,Luxembourg
1988,0,Netherlands
1988,,North Macedonia
1988,0,Norway
1988,0,Poland
1988,0,Portugal
1988,0,Romania
1988,0,Slovakia
1988,,Slovenia
1988,0,Spain
1988,0,Sweden
1988,0,Switzerland
1988,0,Turkey
1988,0,Ukraine
1988,0.001010101,United Kingdom
1988,0,Azerbaijan
1988,0,Belarus
1988,0,Kazakhstan
1988,0,Russian Federation
1988,0,Turkmenistan
1988,,USSR
1988,0,Uzbekistan
1988,0,Iran
1988,0,Iraq
1988,0,Israel
1988,0,Kuwait
1988,0,Oman
1988,0,Qatar
1988,0,Saudi Arabia
1988,0,United Arab Emirates
1988,0,Algeria
1988,0,Egypt
1988,0,Morocco
1988,0,South Africa
1988,0,Eastern Africa
1988,0,Australia
1988,0,Bangladesh
1988,0,China
1988,0,Hong Kong SAR
1988,0,India
1988,0,Indonesia
1988,0,Japan
1988,0,Malaysia
1988,0,New Zealand
1988,0,Pakistan
1988,0,Philippines
1988,0,Singapore
1988,0,South Korea
1988,0,Sri Lanka
1988,0,Taiwan
1988,0,Thailand
1988,0,Vietnam
1989,0,Canada
1989,0,Mexico
1989,0.253132323,US
1989,0,Argentina
1989,0,Brazil
1989,0,Chile
1989,0,Colombia
1989,0,Ecuador
1989,0,Peru
1989,0,Trinidad and Tobago
1989,0,Venezuela
1989,0,Austria
1989,0,Belgium
1989,0,Bulgaria
1989,,Croatia
1989,0,Cyprus
1989,0,Czech Republic
1989,0,Denmark
1989,0,Estonia
1989,0,Finland
1989,0,France
1989,0,Germany
1989,0,Greece
1989,0,Hungary
1989,0,Iceland
1989,0,Ireland
1989,0.002020202,Italy
1989,0,Latvia
1989,0,Lithuania
1989,0,Luxembourg
1989,0,Netherlands
1989,,North Macedonia
1989,0,Norway
1989,0,Poland
1989,0.001010101,Portugal
1989,0,Romania
1989,0,Slovakia
1989,,Slovenia
1989,0.006060606,Spain
1989,0,Sweden
1989,0,Switzerland
1989,0,Turkey
1989,0,Ukraine
1989,0,United Kingdom
1989,0,Azerbaijan
1989,0,Belarus
1989,0,Kazakhstan
1989,0,Russian Federation
1989,0,Turkmenistan
1989,,USSR
1989,0,Uzbekistan
1989,0,Iran
1989,0,Iraq
1989,0,Israel
1989,0,Kuwait
1989,0,Oman
1989,0,Qatar
1989,0,Saudi Arabia
1989,0,United Arab Emirates
1989,0,Algeria
1989,0,Egypt
1989,0,Morocco
1989,0,South Africa
1989,0,Eastern Africa
1989,0,Australia
1989,0,Bangladesh
1989,0,China
1989,0,Hong Kong SAR
1989,0,India
1989,0,Indonesia
1989,0,Japan
1989,0,Malaysia
1989,0,New Zealand
1989,0,Pakistan
1989,0,Philippines
1989,0,Singapore
1989,0,South Korea
1989,0,Sri Lanka
1989,0,Taiwan
1989,0,Thailand
1989,0,Vietnam
1990,0,Canada
1990,0.001,Mexico
1990,0.370794949,US
1990,0,Argentina
1990,0,Brazil
1990,0,Chile
1990,0,Colombia
1990,0,Ecuador
1990,0,Peru
1990,0,Trinidad and Tobago
1990,0,Venezuela
1990,0,Austria
1990,0,Belgium
1990,0,Bulgaria
1990,0,Croatia
1990,0,Cyprus
1990,0,Czech Republic
1990,0,Denmark
1990,0,Estonia
1990,0.0005,Finland
1990,0,France
1990,0.001,Germany
1990,0,Greece
1990,0,Hungary
1990,0,Iceland
1990,0,Ireland
1990,0.004,Italy
1990,0,Latvia
1990,0,Lithuania
1990,0,Luxembourg
1990,0,Netherlands
1990,0,North Macedonia
1990,0,Norway
1990,0,Poland
1990,0,Portugal
1990,0,Romania
1990,0,Slovakia
1990,0,Slovenia
1990,0.006,Spain
1990,0,Sweden
1990,0.001,Switzerland
1990,0,Turkey
1990,0,Ukraine
1990,0,United Kingdom
1990,0,Azerbaijan
1990,0,Belarus
1990,0,Kazakhstan
1990,0,Russian Federation
1990,0,Turkmenistan
1990,,USSR
1990,0,Uzbekistan
1990,0,Iran
1990,0,Iraq
1990,0,Israel
1990,0,Kuwait
1990,0,Oman
1990,0,Qatar
1990,0,Saudi Arabia
1990,0,United Arab Emirates
1990,0,Algeria
1990,0,Egypt
1990,0,Morocco
1990,0,South Africa
1990,0,Eastern Africa
1990,0,Australia
1990,0,Bangladesh
1990,0.002,China
1990,0,Hong Kong SAR
1990,0,India
1990,0,Indonesia
1990,0.001,Japan
1990,0,Malaysia
1990,0,New Zealand
1990,0,Pakistan
1990,0,Philippines
1990,0,Singapore
1990,0.001,South Korea
1990,0,Sri Lanka
1990,0,Taiwan
1990,0,Thailand
1990,0,Vietnam
1991,0,Canada
1991,0.002,Mexico
1991,0.478252873,US
1991,0,Argentina
1991,0,Brazil
1991,0,Chile
1991,0,Colombia
1991,0,Ecuador
1991,0,Peru
1991,0,Trinidad and Tobago
1991,0,Venezuela
1991,0,Austria
1991,0,Belgium
1991,0,Bulgaria
1991,0,Croatia
1991,0,Cyprus
1991,0,Czech Republic
1991,0,Denmark
1991,0,Estonia
1991,0.0005,Finland
1991,0,France
1991,0.001,Germany
1991,0,Greece
1991,0,Hungary
1991,0,Iceland
1991,0,Ireland
1991,0.005,Italy
1991,0,Latvia
1991,0,Lithuania
1991,0,Luxembourg
1991,0,Netherlands
1991,0,North Macedonia
1991,0,Norway
1991,0,Poland
1991,0,Portugal
1991,0,Romania
1991,0,Slovakia
1991,0,Slovenia
1991,0.007,Spain
1991,0,Sweden
1991,0.002,Switzerland
1991,0,Turkey
1991,0,Ukraine
1991,0,United Kingdom
1991,0,Azerbaijan
1991,0,Belarus
1991,0,Kazakhstan
1991,0,Russian Federation
1991,0,Turkmenistan
1991,,USSR
1991,0,Uzbekistan
1991,0,Iran
1991,0,Iraq
1991,0,Israel
1991,0,Kuwait
1991,0,Oman
1991,0,Qatar
1991,0,Saudi Arabia
1991,0,United Arab Emirates
1991,0,Algeria
1991,0,Egypt
1991,0,Morocco
1991,0,South Africa
1991,0,Eastern Africa
1991,0.00545,Australia
1991,0,Bangladesh
1991,0.002,China
1991,0,Hong Kong SAR
1991,0,India
1991,0,Indonesia
1991,0.001,Japan
1991,0,Malaysia
1991,0,New Zealand
1991,0,Pakistan
1991,0,Philippines
1991,0,Singapore
1991,0.001,South Korea
1991,0,Sri Lanka
1991,0,Taiwan
1991,0,Thailand
1991,0,Vietnam
1992,0.002052632,Canada
1992,0.003,Mexico
1992,0.408844477,US
1992,0,Argentina
1992,0,Brazil
1992,0,Chile
1992,0,Colombia
1992,0,Ecuador
1992,0,Peru
1992,0,Trinidad and Tobago
1992,0,Venezuela
1992,0,Austria
1992,0,Belgium
1992,0,Bulgaria
1992,0,Croatia
1992,0,Cyprus
1992,0,Czech Republic
1992,0,Denmark
1992,0,Estonia
1992,0.0006,Finland
1992,0.001488,France
1992,0.004,Germany
1992,0,Greece
1992,0,Hungary
1992,0,Iceland
1992,0,Ireland
1992,0.009,Italy
1992,0,Latvia
1992,0,Lithuania
1992,0,Luxembourg
1992,0.001,Netherlands
1992,0,North Macedonia
1992,0,Norway
1992,0,Poland
1992,0,Portugal
1992,0,Romania
1992,0,Slovakia
1992,0,Slovenia
1992,0.008,Spain
1992,0,Sweden
1992,0.003,Switzerland
1992,0,Turkey
1992,0,Ukraine
1992,0,United Kingdom
1992,0,Azerbaijan
1992,0,Belarus
1992,0,Kazakhstan
1992,0,Russian Federation
1992,0,Turkmenistan
1992,,USSR
1992,0,Uzbekistan
1992,0,Iran
1992,0,Iraq
1992,0,Israel
1992,0,Kuwait
1992,0,Oman
1992,0,Qatar
1992,0,Saudi Arabia
1992,0,United Arab Emirates
1992,0,Algeria
1992,0,Egypt
1992,0,Morocco
1992,0,South Africa
1992,0,Eastern Africa
1992,0.0121,Australia
1992,0,Bangladesh
1992,0.003,China
1992,0,Hong Kong SAR
1992,0,India
1992,0,Indonesia
1992,0.0105,Japan
1992,0,Malaysia
1992,0,New Zealand
1992,0,Pakistan
1992,0,Philippines
1992,0,Singapore
1992,0.002,South Korea
1992,0,Sri Lanka
1992,0,Taiwan
1992,0,Thailand
1992,0,Vietnam
1993,0.002052632,Canada
1993,0.004,Mexico
1993,0.475161892,US
1993,0,Argentina
1993,0,Brazil
1993,0,Chile
1993,0,Colombia
1993,0,Ecuador
1993,0,Peru
1993,0,Trinidad and Tobago
1993,0,Venezuela
1993,0.001,Austria
1993,0,Belgium
1993,0,Bulgaria
1993,0,Croatia
1993,0,Cyprus
1993,0,Czech Republic
1993,0,Denmark
1993,0,Estonia
1993,0.0007,Finland
1993,0.001683,France
1993,0.003,Germany
1993,0,Greece
1993,0,Hungary
1993,0,Iceland
1993,0,Ireland
1993,0.011,Italy
1993,0,Latvia
1993,0,Lithuania
1993,0,Luxembourg
1993,0.001,Netherlands
1993,0,North Macedonia
1993,0,Norway
1993,0,Poland
1993,0,Portugal
1993,0,Romania
1993,0,Slovakia
1993,0,Slovenia
1993,0.009,Spain
1993,0.001,Sweden
1993,0.004,Switzerland
1993,0,Turkey
1993,0,Ukraine
1993,0,United Kingdom
1993,0,Azerbaijan
1993,0,Belarus
1993,0,Kazakhstan
1993,0,Russian Federation
1993,0,Turkmenistan
1993,,USSR
1993,0,Uzbekistan
1993,0,Iran
1993,0,Iraq
1993,0,Israel
1993,0,Kuwait
1993,0,Oman
1993,0,Qatar
1993,0,Saudi Arabia
1993,0,United Arab Emirates
1993,0,Algeria
1993,0,Egypt
1993,0,Morocco
1993,0,South Africa
1993,0,Eastern Africa
1993,0.0146,Australia
1993,0,Bangladesh
1993,0.004,China
1993,0,Hong Kong SAR
1993,0,India
1993,0,Indonesia
1993,0.0225,Japan
1993,0,Malaysia
1993,0,New Zealand
1993,0,Pakistan
1993,0,Philippines
1993,0,Singapore
1993,0.002,South Korea
1993,0,Sri Lanka
1993,0,Taiwan
1993,0,Thailand
1993,0,Vietnam
1994,0.002052632,Canada
1994,0.005,Mexico
1994,0.501872793,US
1994,0,Argentina
1994,0,Brazil
1994,0,Chile
1994,0,Colombia
1994,0,Ecuador
1994,0,Peru
1994,0,Trinidad and Tobago
1994,0,Venezuela
1994,0.001,Austria
1994,0,Belgium
1994,0,Bulgaria
1994,0,Croatia
1994,0,Cyprus
1994,0,Czech Republic
1994,0,Denmark
1994,0,Estonia
1994,0.0008,Finland
1994,0.0018785,France
1994,0.007,Germany
1994,0,Greece
1994,0,Hungary
1994,0,Iceland
1994,0,Ireland
1994,0.011,Italy
1994,0,Latvia
1994,0,Lithuania
1994,0,Luxembourg
1994,1.00E-05,Netherlands
1994,0,North Macedonia
1994,0,Norway
1994,0,Poland
1994,0,Portugal
1994,0,Romania
1994,0,Slovakia
1994,0,Slovenia
1994,0.01,Spain
1994,0.001,Sweden
1994,0.005,Switzerland
1994,0,Turkey
1994,0,Ukraine
1994,0,United Kingdom
1994,0,Azerbaijan
1994,0,Belarus
1994,0,Kazakhstan
1994,0,Russian Federation
1994,0,Turkmenistan
1994,,USSR
1994,0,Uzbekistan
1994,0,Iran
1994,0,Iraq
1994,0,Israel
1994,0,Kuwait
1994,0,Oman
1994,0,Qatar
1994,0,Saudi Arabia
1994,0,United Arab Emirates
1994,0,Algeria
1994,0,Egypt
1994,0,Morocco
1994,0,South Africa
1994,0,Eastern Africa
1994,0.0174,Australia
1994,0,Bangladesh
1994,0.005,China
1994,0,Hong Kong SAR
1994,0,India
1994,0,Indonesia
1994,0.029,Japan
1994,0,Malaysia
1994,0,New Zealand
1994,0,Pakistan
1994,0,Philippines
1994,0,Singapore
1994,0.002,South Korea
1994,0,Sri Lanka
1994,0,Taiwan
1994,0,Thailand
1994,0,Vietnam
1995,0.003842105,Canada
1995,0.005,Mexico
1995,0.514471573,US
1995,0,Argentina
1995,0,Brazil
1995,0,Chile
1995,0,Colombia
1995,0,Ecuador
1995,0,Peru
1995,0,Trinidad and Tobago
1995,0,Venezuela
1995,0.001,Austria
1995,0,Belgium
1995,0,Bulgaria
1995,0,Croatia
1995,0,Cyprus
1995,0,Czech Republic
1995,0,Denmark
1995,0,Estonia
1995,0.0008,Finland
1995,0.00204,France
1995,0.007,Germany
1995,0,Greece
1995,0,Hungary
1995,0,Iceland
1995,0,Ireland
1995,0.013,Italy
1995,0,Latvia
1995,0,Lithuania
1995,0,Luxembourg
1995,0.001,Netherlands
1995,0,North Macedonia
1995,0,Norway
1995,0,Poland
1995,0,Portugal
1995,0,Romania
1995,0,Slovakia
1995,0,Slovenia
1995,0.015,Spain
1995,0.001,Sweden
1995,0.006,Switzerland
1995,0,Turkey
1995,0,Ukraine
1995,0,United Kingdom
1995,0,Azerbaijan
1995,0,Belarus
1995,0,Kazakhstan
1995,0,Russian Federation
1995,0,Turkmenistan
1995,,USSR
1995,0,Uzbekistan
1995,0,Iran
1995,0,Iraq
1995,0,Israel
1995,0,Kuwait
1995,0,Oman
1995,0,Qatar
1995,0,Saudi Arabia
1995,0,United Arab Emirates
1995,0,Algeria
1995,0,Egypt
1995,0,Morocco
1995,0,South Africa
1995,0,Eastern Africa
1995,0.02115,Australia
1995,0,Bangladesh
1995,0.007,China
1995,0,Hong Kong SAR
1995,0.001010101,India
1995,0,Indonesia
1995,0.0395,Japan
1995,0,Malaysia
1995,0,New Zealand
1995,0,Pakistan
1995,0,Philippines
1995,0,Singapore
1995,0.002,South Korea
1995,0,Sri Lanka
1995,0,Taiwan
1995,0,Thailand
1995,0,Vietnam
1996,0.005894737,Canada
1996,0.006,Mexico
1996,0.541341217,US
1996,0,Argentina
1996,0,Brazil
1996,0,Chile
1996,0,Colombia
1996,0,Ecuador
1996,0,Peru
1996,0,Trinidad and Tobago
1996,0,Venezuela
1996,0.001,Austria
1996,0,Belgium
1996,0,Bulgaria
1996,0,Croatia
1996,0,Cyprus
1996,0,Czech Republic
1996,0.000161111,Denmark
1996,0,Estonia
1996,0.001,Finland
1996,0.0026503,France
1996,0.012,Germany
1996,0,Greece
1996,0,Hungary
1996,0,Iceland
1996,0,Ireland
1996,0.014,Italy
1996,0,Latvia
1996,0,Lithuania
1996,0,Luxembourg
1996,0.002,Netherlands
1996,0,North Macedonia
1996,0,Norway
1996,0,Poland
1996,0.001,Portugal
1996,0,Romania
1996,0,Slovakia
1996,0,Slovenia
1996,0.012,Spain
1996,0.001,Sweden
1996,0.007,Switzerland
1996,0,Turkey
1996,0,Ukraine
1996,0,United Kingdom
1996,0,Azerbaijan
1996,0,Belarus
1996,0,Kazakhstan
1996,0,Russian Federation
1996,0,Turkmenistan
1996,,USSR
1996,0,Uzbekistan
1996,0,Iran
1996,0,Iraq
1996,0,Israel
1996,0,Kuwait
1996,0,Oman
1996,0,Qatar
1996,0,Saudi Arabia
1996,0,United Arab Emirates
1996,0,Algeria
1996,0,Egypt
1996,0,Morocco
1996,0,South Africa
1996,0,Eastern Africa
1996,0.0256,Australia
1996,0,Bangladesh
1996,0.009,China
1996,0,Hong Kong SAR
1996,0.006060606,India
1996,0,Indonesia
1996,0.0545,Japan
1996,0,Malaysia
1996,0,New Zealand
1996,0,Pakistan
1996,0,Philippines
1996,0,Singapore
1996,0.003,South Korea
1996,0,Sri Lanka
1996,0,Taiwan
1996,0,Thailand
1996,0,Vietnam
1997,0.006947368,Canada
1997,0.006,Mexico
1997,0.532695728,US
1997,0,Argentina
1997,0,Brazil
1997,0,Chile
1997,0,Colombia
1997,0,Ecuador
1997,0,Peru
1997,0,Trinidad and Tobago
1997,0,Venezuela
1997,0.002,Austria
1997,0,Belgium
1997,0,Bulgaria
1997,0,Croatia
1997,0,Cyprus
1997,0,Czech Republic
1997,0.000319444,Denmark
1997,0,Estonia
1997,0.0012,Finland
1997,0.0034068,France
1997,0.018,Germany
1997,0,Greece
1997,0,Hungary
1997,0,Iceland
1997,0,Ireland
1997,0.015,Italy
1997,0,Latvia
1997,0,Lithuania
1997,0,Luxembourg
1997,0.002,Netherlands
1997,0,North Macedonia
1997,0,Norway
1997,0,Poland
1997,0.001,Portugal
1997,0,Romania
1997,0,Slovakia
1997,0,Slovenia
1997,0.013,Spain
1997,0.001,Sweden
1997,0.007,Switzerland
1997,0,Turkey
1997,0,Ukraine
1997,0,United Kingdom
1997,0,Azerbaijan
1997,0,Belarus
1997,0,Kazakhstan
1997,0,Russian Federation
1997,0,Turkmenistan
1997,,USSR
1997,0,Uzbekistan
1997,0,Iran
1997,0,Iraq
1997,0,Israel
1997,0,Kuwait
1997,0,Oman
1997,0,Qatar
1997,0,Saudi Arabia
1997,0,United Arab Emirates
1997,0,Algeria
1997,0,Egypt
1997,0,Morocco
1997,0,South Africa
1997,0,Eastern Africa
1997,0.03065,Australia
1997,0,Bangladesh
1997,0.011,China
1997,0,Hong Kong SAR
1997,0.006060606,India
1997,0,Indonesia
1997,0.096302846,Japan
1997,0,Malaysia
1997,0,New Zealand
1997,0,Pakistan
1997,0,Philippines
1997,0,Singapore
1997,0.003,South Korea
1997,0,Sri Lanka
1997,0,Taiwan
1997,0,Thailand
1997,0,Vietnam
1998,0.010105263,Canada
1998,0.007,Mexico
1998,0.524659346,US
1998,1.70E-05,Argentina
1998,0,Brazil
1998,0,Chile
1998,0,Colombia
1998,0,Ecuador
1998,0,Peru
1998,0,Trinidad and Tobago
1998,0,Venezuela
1998,0.002,Austria
1998,0,Belgium
1998,0,Bulgaria
1998,0,Croatia
1998,0,Cyprus
1998,0,Czech Republic
1998,0.0004,Denmark
1998,0,Estonia
1998,0.0013,Finland
1998,0.0040885,France
1998,0.035,Germany
1998,0,Greece
1998,0,Hungary
1998,0,Iceland
1998,0,Ireland
1998,0.016,Italy
1998,0,Latvia
1998,0,Lithuania
1998,0,Luxembourg
1998,0.0035,Netherlands
1998,0,North Macedonia
1998,0,Norway
1998,0,Poland
1998,0.0008,Portugal
1998,0,Romania
1998,0,Slovakia
1998,0,Slovenia
1998,0.015,Spain
1998,0.001,Sweden
1998,0.008,Switzerland
1998,0,Turkey
1998,0,Ukraine
1998,0,United Kingdom
1998,0,Azerbaijan
1998,0,Belarus
1998,0,Kazakhstan
1998,0,Russian Federation
1998,0,Turkmenistan
1998,,USSR
1998,0,Uzbekistan
1998,0,Iran
1998,0,Iraq
1998,0,Israel
1998,0,Kuwait
1998,0,Oman
1998,0,Qatar
1998,0,Saudi Arabia
1998,0,United Arab Emirates
1998,0,Algeria
1998,0,Egypt
1998,0,Morocco
1998,0,South Africa
1998,0,Eastern Africa
1998,0.0356,Australia
