Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/1975,4.935791058,Hungary
1,01/01/1975,0,Iceland
1,01/01/1975,0,Ireland
1,01/01/1975,18.145464316,Italy
1,01/01/1975,0,Latvia
1,01/01/1975,0,Lithuania
1,01/01/1975,0.313630696,Luxembourg
1,01/01/1975,31.83815802,Netherlands
1,01/01/1975,0,North Macedonia
1,01/01/1975,0,Norway
1,01/01/1975,6.887016337,Poland
1,01/01/1975,0,Portugal
1,01/01/1975,23.581196023,Romania
1,01/01/1975,2.179062769,Slovakia
1,01/01/1975,0,Slovenia
1,01/01/1975,1.254032674,Spain
1,01/01/1975,0,Sweden
1,01/01/1975,0.466036113,Switzerland
1,01/01/1975,0,Turkey
1,01/01/1975,0,Ukraine
1,01/01/1975,31.554,United Kingdom
1,01/01/1975,,Azerbaijan
1,01/01/1975,,Belarus
1,01/01/1975,,Kazakhstan
1,01/01/1975,,Russian Federation
1,01/01/1975,,Turkmenistan
1,01/01/1975,235.680965354,USSR
1,01/01/1975,,Uzbekistan
1,01/01/1975,3.663699955,Iran
1,01/01/1975,1.057824592,Iraq
1,01/01/1975,0.049703985,Israel
1,01/01/1975,2.623731728,Kuwait
1,01/01/1975,0,Oman
1,01/01/1975,1.782549441,Qatar
1,01/01/1975,2.213671539,Saudi Arabia
1,01/01/1975,1.391659501,United Arab Emirates
1,01/01/1975,2.449699054,Algeria
1,01/01/1975,0.041380052,Egypt
1,01/01/1975,0.059355,Morocco
1,01/01/1975,0.131649082,South Africa
1,01/01/1975,0.000795357,Eastern Africa
1,01/01/1975,4.9587249,Australia
1,01/01/1975,0.578,Bangladesh
1,01/01/1975,7.669489698,China
1,01/01/1975,0,China Hong Kong SAR
1,01/01/1975,0.91408534,India
1,01/01/1975,2.033490972,Indonesia
1,01/01/1975,7.505037573,Japan
1,01/01/1975,0.250752342,Malaysia
1,01/01/1975,0.242277215,New Zealand
1,01/01/1975,3.27394669,Pakistan
1,01/01/1975,0,Philippines
1,01/01/1975,0,Singapore
1,01/01/1975,0,South Korea
1,01/01/1975,0,Sri Lanka
1,01/01/1975,1.363907985,Taiwan
1,01/01/1975,0,Thailand
1,01/01/1975,0,Vietnam
1,01/01/1976,40.041036113,Canada
1,01/01/1976,11.079529417,Mexico
1,01/01/1976,461.4264999,US
1,01/01/1976,8.470700774,Argentina
1,01/01/1976,0.415792035,Brazil
1,01/01/1976,0.519428203,Chile
1,01/01/1976,1.479320722,Colombia
1,01/01/1976,0.114,Ecuador
1,01/01/1976,0.52966466,Peru
1,01/01/1976,1.486521926,Trinidad & Tobago
1,01/01/1976,11.12672399,Venezuela
1,01/01/1976,4.093732812,Austria
1,01/01/1976,8.737016337,Belgium
1,01/01/1976,1.699118659,Bulgaria
1,01/01/1976,0,Croatia
1,01/01/1976,0,Cyprus
1,01/01/1976,1.573194325,Czech Republic
1,01/01/1976,0,Denmark
1,01/01/1976,0,Estonia
1,01/01/1976,0.741043279,Finland
1,01/01/1976,16.891939,France
1,01/01/1976,42.329198425,Germany
1,01/01/1976,0,Greece
1,01/01/1976,5.926676698,Hungary
1,01/01/1976,0,Iceland
1,01/01/1976,0,Ireland
1,01/01/1976,21.970829751,Italy
1,01/01/1976,0,Latvia
1,01/01/1976,0,Lithuania
1,01/01/1976,0.3591,Luxembourg
1,01/01/1976,33.056272093,Netherlands
1,01/01/1976,0,North Macedonia
1,01/01/1976,0,Norway
1,01/01/1976,7.348237317,Poland
1,01/01/1976,0,Portugal
1,01/01/1976,25.99291825,Romania
1,01/01/1976,2.405782459,Slovakia
1,01/01/1976,0,Slovenia
1,01/01/1976,1.439879622,Spain
1,01/01/1976,0,Sweden
1,01/01/1976,0.486457438,Switzerland
1,01/01/1976,0,Turkey
1,01/01/1976,0,Ukraine
1,01/01/1976,33.469,United Kingdom
1,01/01/1976,,Azerbaijan
1,01/01/1976,,Belarus
1,01/01/1976,,Kazakhstan
1,01/01/1976,,Russian Federation
1,01/01/1976,,Turkmenistan
1,01/01/1976,259.352284381,USSR
1,01/01/1976,,Uzbekistan
1,01/01/1976,4.126886026,Iran
1,01/01/1976,1.474419604,Iraq
1,01/01/1976,0.047885546,Israel
1,01/01/1976,3.156319862,Kuwait
1,01/01/1976,0,Oman
1,01/01/1976,0.973594153,Qatar
1,01/01/1976,2.389703353,Saudi Arabia
1,01/01/1976,1.626397248,United Arab Emirates
1,01/01/1976,2.896603611,Algeria
1,01/01/1976,0.314488392,Egypt
1,01/01/1976,0.066383,Morocco
1,01/01/1976,0.132962654,South Africa
1,01/01/1976,0.000795357,Eastern Africa
1,01/01/1976,5.85358705,Australia
1,01/01/1976,0.761,Bangladesh
1,01/01/1976,8.752750955,China
1,01/01/1976,0,China Hong Kong SAR
1,01/01/1976,1.110433684,India
1,01/01/1976,2.05094583,Indonesia
1,01/01/1976,8.99697355,Japan
1,01/01/1976,0.298516932,Malaysia
1,01/01/1976,0.730423437,New Zealand
1,01/01/1976,3.338564058,Pakistan
1,01/01/1976,0,Philippines
1,01/01/1976,0,Singapore
1,01/01/1976,0,South Korea
1,01/01/1976,0,Sri Lanka
1,01/01/1976,1.69794,Taiwan
1,01/01/1976,0,Thailand
1,01/01/1976,0,Vietnam
1,01/01/1977,41.998452279,Canada
1,01/01/1977,11.69377438,Mexico
1,01/01/1977,452.016431349,US
1,01/01/1977,8.846990542,Argentina
1,01/01/1977,0.518650442,Brazil
1,01/01/1977,0.53455718,Chile
1,01/01/1977,1.65561049,Colombia
1,01/01/1977,0.073,Ecuador
1,01/01/1977,0.525940456,Peru
1,01/01/1977,1.74733448,Trinidad & Tobago
1,01/01/1977,12.145576096,Venezuela
1,01/01/1977,4.171998089,Austria
1,01/01/1977,8.595829751,Belgium
1,01/01/1977,2.168142734,Bulgaria
1,01/01/1977,0,Croatia
1,01/01/1977,0,Cyprus
1,01/01/1977,1.787876182,Czech Republic
1,01/01/1977,0,Denmark
1,01/01/1977,0,Estonia
1,01/01/1977,0.753654342,Finland
1,01/01/1977,17.634157,France
1,01/01/1977,44.951963908,Germany
1,01/01/1977,0,Greece
1,01/01/1977,6.386908856,Hungary
1,01/01/1977,0,Iceland
1,01/01/1977,0,Ireland
1,01/01/1977,22.437962167,Italy
1,01/01/1977,0,Latvia
1,01/01/1977,0,Lithuania
1,01/01/1977,0.378,Luxembourg
1,01/01/1977,33.175695042,Netherlands
1,01/01/1977,0,North Macedonia
1,01/01/1977,0.343,Norway
1,01/01/1977,7.796711092,Poland
1,01/01/1977,0,Portugal
1,01/01/1977,27.534092681,Romania
1,01/01/1977,2.734157352,Slovakia
1,01/01/1977,0,Slovenia
1,01/01/1977,1.384299226,Spain
1,01/01/1977,0,Sweden
1,01/01/1977,0.555460017,Switzerland
1,01/01/1977,0,Turkey
1,01/01/1977,0,Ukraine
1,01/01/1977,35.573,United Kingdom
1,01/01/1977,,Azerbaijan
1,01/01/1977,,Belarus
1,01/01/1977,,Kazakhstan
1,01/01/1977,,Russian Federation
1,01/01/1977,,Turkmenistan
1,01/01/1977,277.899344906,USSR
1,01/01/1977,,Uzbekistan
1,01/01/1977,4.22018278,Iran
1,01/01/1977,0.962252794,Iraq
1,01/01/1977,0.047582473,Israel
1,01/01/1977,3.441401548,Kuwait
1,01/01/1977,0,Oman
1,01/01/1977,1.380296647,Qatar
1,01/01/1977,3.362983663,Saudi Arabia
1,01/01/1977,2.833619948,United Arab Emirates
1,01/01/1977,3.086951849,Algeria
1,01/01/1977,0.380696475,Egypt
1,01/01/1977,0.072314,Morocco
1,01/01/1977,0.127379974,South Africa
1,01/01/1977,0.000795357,Eastern Africa
1,01/01/1977,6.686882,Australia
1,01/01/1977,0.849,Bangladesh
1,01/01/1977,10.503301146,China
1,01/01/1977,0,China Hong Kong SAR
1,01/01/1977,1.185952279,India
1,01/01/1977,4.363714531,Indonesia
1,01/01/1977,10.987538328,Japan
1,01/01/1977,0.273150715,Malaysia
1,01/01/1977,1.251035424,New Zealand
1,01/01/1977,3.647291488,Pakistan
1,01/01/1977,0,Philippines
1,01/01/1977,0,Singapore
1,01/01/1977,0,South Korea
1,01/01/1977,0,Sri Lanka
1,01/01/1977,1.79199,Taiwan
1,01/01/1977,0,Thailand
1,01/01/1977,0,Vietnam
1,01/01/1978,42.399763543,Canada
1,01/01/1978,14.708395998,Mexico
1,01/01/1978,453.601441847,US
1,01/01/1978,8.604492691,Argentina
1,01/01/1978,0.682526549,Brazil
1,01/01/1978,0.499256234,Chile
1,01/01/1978,2.050795357,Colombia
1,01/01/1978,0.075,Ecuador
1,01/01/1978,0.549527085,Peru
1,01/01/1978,2.086006019,Trinidad & Tobago
1,01/01/1978,12.255812554,Venezuela
1,01/01/1978,4.339487405,Austria
1,01/01/1978,8.523172829,Belgium
1,01/01/1978,2.313005159,Bulgaria
1,01/01/1978,0,Croatia
1,01/01/1978,0,Cyprus
1,01/01/1978,2.003353396,Czech Republic
1,01/01/1978,0,Denmark
1,01/01/1978,0,Estonia
1,01/01/1978,0.820578962,Finland
1,01/01/1978,18.811651,France
1,01/01/1978,48.187724579,Germany
1,01/01/1978,0,Greece
1,01/01/1978,6.994088564,Hungary
1,01/01/1978,0,Iceland
1,01/01/1978,0,Ireland
1,01/01/1978,22.106083405,Italy
1,01/01/1978,0,Latvia
1,01/01/1978,0,Lithuania
1,01/01/1978,0.4158,Luxembourg
1,01/01/1978,33.247348811,Netherlands
1,01/01/1978,0,North Macedonia
1,01/01/1978,0.576,Norway
1,01/01/1978,8.207695615,Poland
1,01/01/1978,0,Portugal
1,01/01/1978,28.463231234,Romania
1,01/01/1978,3.063628547,Slovakia
1,01/01/1978,0,Slovenia
1,01/01/1978,1.41816853,Spain
1,01/01/1978,0,Sweden
1,01/01/1978,0.609415305,Switzerland
1,01/01/1978,0,Turkey
1,01/01/1978,0,Ukraine
1,01/01/1978,36.899,United Kingdom
1,01/01/1978,,Azerbaijan
1,01/01/1978,,Belarus
1,01/01/1978,,Kazakhstan
1,01/01/1978,,Russian Federation
1,01/01/1978,,Turkmenistan
1,01/01/1978,296.343571023,USSR
1,01/01/1978,,Uzbekistan
1,01/01/1978,3.268136674,Iran
1,01/01/1978,0.997377472,Iraq
1,01/01/1978,0.046813134,Israel
1,01/01/1978,3.856362855,Kuwait
1,01/01/1978,0.260139725,Oman
1,01/01/1978,1.31622098,Qatar
1,01/01/1978,4.637274291,Saudi Arabia
1,01/01/1978,3.36177988,United Arab Emirates
1,01/01/1978,4.957330181,Algeria
1,01/01/1978,0.612424764,Egypt
1,01/01/1978,0.068274,Morocco
1,01/01/1978,0.130663903,South Africa
1,01/01/1978,0.000795357,Eastern Africa
1,01/01/1978,7.1990869,Australia
1,01/01/1978,0.937,Bangladesh
1,01/01/1978,11.898541645,China
1,01/01/1978,0,China Hong Kong SAR
1,01/01/1978,1.324575451,India
1,01/01/1978,5.044453998,Indonesia
1,01/01/1978,15.42083395,Japan
1,01/01/1978,2.021,Malaysia
1,01/01/1978,1.197669349,New Zealand
1,01/01/1978,3.747807395,Pakistan
1,01/01/1978,0,Philippines
1,01/01/1978,0,Singapore
1,01/01/1978,0,South Korea
1,01/01/1978,0,Sri Lanka
1,01/01/1978,1.76517,Taiwan
1,01/01/1978,0,Thailand
1,01/01/1978,0,Vietnam
1,01/01/1979,43.04677558,Canada
1,01/01/1979,17.855086367,Mexico
1,01/01/1979,468.692845551,US
1,01/01/1979,8.846990542,Argentina
1,01/01/1979,0.747902655,Brazil
1,01/01/1979,0.590870593,Chile
1,01/01/1979,2.211650903,Colombia
1,01/01/1979,0.054,Ecuador
1,01/01/1979,0.508147034,Peru
1,01/01/1979,2.156190886,Trinidad & Tobago
1,01/01/1979,13.726586414,Venezuela
1,01/01/1979,4.302697018,Austria
1,01/01/1979,9.312575236,Belgium
1,01/01/1979,2.474591574,Bulgaria
1,01/01/1979,0,Croatia
1,01/01/1979,0,Cyprus
1,01/01/1979,2.247699914,Czech Republic
1,01/01/1979,0,Denmark
1,01/01/1979,0,Estonia
1,01/01/1979,0.817665043,Finland
1,01/01/1979,20.840585,France
1,01/01/1979,53.265520542,Germany
1,01/01/1979,0,Greece
1,01/01/1979,7.387983663,Hungary
1,01/01/1979,0,Iceland
1,01/01/1979,0.237521496,Ireland
1,01/01/1979,22.711435942,Italy
1,01/01/1979,0,Latvia
1,01/01/1979,0,Lithuania
1,01/01/1979,0.4347,Luxembourg
1,01/01/1979,33.104041273,Netherlands
1,01/01/1979,0,North Macedonia
1,01/01/1979,0.658,Norway
1,01/01/1979,8.560920034,Poland
1,01/01/1979,0,Portugal
1,01/01/1979,27.429975322,Romania
1,01/01/1979,3.161564918,Slovakia
1,01/01/1979,0,Slovenia
1,01/01/1979,1.370404127,Spain
1,01/01/1979,0,Sweden
1,01/01/1979,0.683576956,Switzerland
1,01/01/1979,0,Turkey
1,01/01/1979,0,Ukraine
1,01/01/1979,40.427,United Kingdom
1,01/01/1979,,Azerbaijan
1,01/01/1979,,Belarus
1,01/01/1979,,Kazakhstan
1,01/01/1979,,Russian Federation
1,01/01/1979,,Turkmenistan
1,01/01/1979,314.583098371,USSR
1,01/01/1979,,Uzbekistan
1,01/01/1979,4.378392071,Iran
1,01/01/1979,1.430309544,Iraq
1,01/01/1979,0.033338039,Israel
1,01/01/1979,5.106147893,Kuwait
1,01/01/1979,0.437618229,Oman
1,01/01/1979,3.881917455,Qatar
1,01/01/1979,5.693465176,Saudi Arabia
1,01/01/1979,3.655202064,United Arab Emirates
1,01/01/1979,7.009780739,Algeria
1,01/01/1979,0.926913156,Egypt
1,01/01/1979,0.063224,Morocco
1,01/01/1979,0.161523718,South Africa
1,01/01/1979,0.000859845,Eastern Africa
1,01/01/1979,8.2867741,Australia
1,01/01/1979,1.078,Bangladesh
1,01/01/1979,12.574496669,China
1,01/01/1979,0,China Hong Kong SAR
1,01/01/1979,1.647339854,India
1,01/01/1979,6.510662081,Indonesia
1,01/01/1979,18.296544246,Japan
1,01/01/1979,2.515,Malaysia
1,01/01/1979,0.765168355,New Zealand
1,01/01/1979,4.2216681,Pakistan
1,01/01/1979,0,Philippines
1,01/01/1979,0,Singapore
1,01/01/1979,0,South Korea
1,01/01/1979,0,Sri Lanka
1,01/01/1979,1.70397,Taiwan
1,01/01/1979,0,Thailand
1,01/01/1979,0,Vietnam
1,01/01/1980,42.776504729,Canada
1,01/01/1980,19.176022198,Mexico
1,01/01/1980,458.932490292,US
1,01/01/1980,9.641380052,Argentina
1,01/01/1980,0.87429646,Brazil
1,01/01/1980,0.605159071,Chile
1,01/01/1980,2.439509888,Colombia
1,01/01/1980,0.042,Ecuador
1,01/01/1980,0.546216681,Peru
1,01/01/1980,2.436156492,Trinidad & Tobago
1,01/01/1980,14.130786758,Venezuela
1,01/01/1980,4.133617927,Austria
1,01/01/1980,8.910705073,Belgium
1,01/01/1980,3.180696475,Bulgaria
1,01/01/1980,0,Croatia
1,01/01/1980,0,Cyprus
1,01/01/1980,2.589101462,Czech Republic
1,01/01/1980,0,Denmark
1,01/01/1980,0,Estonia
1,01/01/1980,0.769179325,Finland
1,01/01/1980,21.644003,France
1,01/01/1980,52.513254474,Germany
1,01/01/1980,0,Greece
1,01/01/1980,7.972463457,Hungary
1,01/01/1980,0,Iceland
1,01/01/1980,0.693529665,Ireland
1,01/01/1980,22.542024936,Italy
1,01/01/1980,0,Latvia
1,01/01/1980,0,Lithuania
1,01/01/1980,0.38262945,Luxembourg
1,01/01/1980,30.261775103,Netherlands
1,01/01/1980,0,North Macedonia
1,01/01/1980,0.707,Norway
1,01/01/1980,8.772463457,Poland
1,01/01/1980,0,Portugal
1,01/01/1980,28.486192476,Romania
1,01/01/1980,2.317562339,Slovakia
1,01/01/1980,0,Slovenia
1,01/01/1980,1.756861565,Spain
1,01/01/1980,0,Sweden
1,01/01/1980,0.779879622,Switzerland
1,01/01/1980,0,Turkey
1,01/01/1980,0,Ukraine
1,01/01/1980,40.307,United Kingdom
1,01/01/1980,,Azerbaijan
1,01/01/1980,,Belarus
1,01/01/1980,,Kazakhstan
1,01/01/1980,,Russian Federation
1,01/01/1980,,Turkmenistan
1,01/01/1980,324.228190784,USSR
1,01/01/1980,,Uzbekistan
1,01/01/1980,3.899745548,Iran
1,01/01/1980,1.04638865,Iraq
1,01/01/1980,0.001585305,Israel
1,01/01/1980,3.325408426,Kuwait
1,01/01/1980,0.555532029,Oman
1,01/01/1980,4.219204643,Qatar
1,01/01/1980,7.943078246,Saudi Arabia
1,01/01/1980,4.124677558,United Arab Emirates
1,01/01/1980,9.409823732,Algeria
1,01/01/1980,1.804170249,Egypt
1,01/01/1980,0.055487,Morocco
1,01/01/1980,0.182860137,South Africa
1,01/01/1980,0.000902837,Eastern Africa
1,01/01/1980,9.5155528,Australia
1,01/01/1980,1.214,Bangladesh
1,01/01/1980,12.366510508,China
1,01/01/1980,0,China Hong Kong SAR
1,01/01/1980,0.974293315,India
1,01/01/1980,6.135382631,Indonesia
1,01/01/1980,21.651709627,Japan
1,01/01/1980,2.237,Malaysia
1,01/01/1980,0.680360162,New Zealand
1,01/01/1980,5.155030095,Pakistan
1,01/01/1980,0,Philippines
1,01/01/1980,0,Singapore
1,01/01/1980,0,South Korea
1,01/01/1980,0,Sri Lanka
1,01/01/1980,1.76265,Taiwan
1,01/01/1980,0,Thailand
1,01/01/1980,0,Vietnam
1,01/01/1981,41.507050731,Canada
1,01/01/1981,20.790333009,Mexico
1,01/01/1981,447.861457201,US
1,01/01/1981,10.076203783,Argentina
1,01/01/1981,0.784513274,Brazil
1,01/01/1981,0.595913586,Chile
1,01/01/1981,2.634092863,Colombia
1,01/01/1981,0.068,Ecuador
1,01/01/1981,0.627321582,Peru
1,01/01/1981,2.683533964,Trinidad & Tobago
1,01/01/1981,14.207141015,Venezuela
1,01/01/1981,3.94016319,Austria
1,01/01/1981,8.21844368,Belgium
1,01/01/1981,3.459952709,Bulgaria
1,01/01/1981,0,Croatia
1,01/01/1981,0,Cyprus
1,01/01/1981,2.597377472,Czech Republic
1,01/01/1981,0,Denmark
1,01/01/1981,0,Estonia
1,01/01/1981,0.61204261,Finland
1,01/01/1981,21.987704,France
1,01/01/1981,50.209693782,Germany
1,01/01/1981,0,Greece
1,01/01/1981,8.154858126,Hungary
1,01/01/1981,0,Iceland
1,01/01/1981,1.0427773,Ireland
1,01/01/1981,21.857158212,Italy
1,01/01/1981,0,Latvia
1,01/01/1981,0,Lithuania
1,01/01/1981,0.2961,Luxembourg
1,01/01/1981,28.804815133,Netherlands
1,01/01/1981,0,North Macedonia
1,01/01/1981,0.869,Norway
1,01/01/1981,8.274441101,Poland
1,01/01/1981,0,Portugal
1,01/01/1981,29.931958985,Romania
1,01/01/1981,2.406341359,Slovakia
1,01/01/1981,0,Slovenia
1,01/01/1981,2.006104901,Spain
1,01/01/1981,0,Sweden
1,01/01/1981,0.841358555,Switzerland
1,01/01/1981,0,Turkey
1,01/01/1981,0,Ukraine
1,01/01/1981,40.853,United Kingdom
1,01/01/1981,,Azerbaijan
1,01/01/1981,,Belarus
1,01/01/1981,,Kazakhstan
1,01/01/1981,,Russian Federation
1,01/01/1981,,Turkmenistan
1,01/01/1981,343.339870423,USSR
1,01/01/1981,,Uzbekistan
1,01/01/1981,4.237352159,Iran
1,01/01/1981,0.506448839,Iraq
1,01/01/1981,0.001678559,Israel
1,01/01/1981,3.826139295,Kuwait
1,01/01/1981,0.654806535,Oman
1,01/01/1981,3.847209802,Qatar
1,01/01/1981,9.261478934,Saudi Arabia
1,01/01/1981,5.206147893,United Arab Emirates
1,01/01/1981,12.23194325,Algeria
1,01/01/1981,2.019346518,Egypt
1,01/01/1981,0.071239,Morocco
1,01/01/1981,0.177441653,South Africa
1,01/01/1981,0.000859845,Eastern Africa
1,01/01/1981,10.3133611,Australia
1,01/01/1981,1.170580961,Bangladesh
1,01/01/1981,11.04059873,China
1,01/01/1981,0,China Hong Kong SAR
1,01/01/1981,1.700927021,India
1,01/01/1981,6.126655202,Indonesia
1,01/01/1981,21.694798459,Japan
1,01/01/1981,1.881,Malaysia
1,01/01/1981,0.867042637,New Zealand
1,01/01/1981,5.621711092,Pakistan
1,01/01/1981,0,Philippines
1,01/01/1981,0,Singapore
1,01/01/1981,0,South Korea
1,01/01/1981,0,Sri Lanka
1,01/01/1981,1.50201,Taiwan
1,01/01/1981,0.237,Thailand
1,01/01/1981,0.008297506,Vietnam
1,01/01/1982,43.955868444,Canada
1,01/01/1982,22.352230828,Mexico
1,01/01/1982,416.312112061,US
1,01/01/1982,11.447570937,Argentina
1,01/01/1982,1.120982301,Brazil
1,01/01/1982,0.616926053,Chile
1,01/01/1982,2.840176268,Colombia
1,01/01/1982,0.088,Ecuador
1,01/01/1982,0.658356621,Peru
1,01/01/1982,3.26150043,Trinidad & Tobago
1,01/01/1982,15.159183147,Venezuela
1,01/01/1982,3.813866301,Austria
1,01/01/1982,6.851784179,Belgium
1,01/01/1982,3.828718831,Bulgaria
1,01/01/1982,0,Croatia
1,01/01/1982,0,Cyprus
1,01/01/1982,2.751311264,Czech Republic
1,01/01/1982,0,Denmark
1,01/01/1982,0,Estonia
1,01/01/1982,0.578102608,Finland
1,01/01/1982,21.13261,France
1,01/01/1982,46.591700622,Germany
1,01/01/1982,0.072527945,Greece
1,01/01/1982,8.516659501,Hungary
1,01/01/1982,0,Iceland
1,01/01/1982,1.530234308,Ireland
1,01/01/1982,21.780975924,Italy
1,01/01/1982,0,Latvia
1,01/01/1982,0,Lithuania
1,01/01/1982,0.2457,Luxembourg
1,01/01/1982,27.515047291,Netherlands
1,01/01/1982,0,North Macedonia
1,01/01/1982,0.938,Norway
1,01/01/1982,8.270980224,Poland
1,01/01/1982,0,Portugal
1,01/01/1982,30.442648689,Romania
1,01/01/1982,2.512682717,Slovakia
1,01/01/1982,0,Slovenia
1,01/01/1982,2.18760963,Spain
1,01/01/1982,0,Sweden
1,01/01/1982,0.888650043,Switzerland
1,01/01/1982,0.029227214,Turkey
1,01/01/1982,0,Ukraine
1,01/01/1982,40.649,United Kingdom
1,01/01/1982,,Azerbaijan
1,01/01/1982,,Belarus
1,01/01/1982,,Kazakhstan
1,01/01/1982,,Russian Federation
1,01/01/1982,,Turkmenistan
1,01/01/1982,370.632707196,USSR
1,01/01/1982,,Uzbekistan
1,01/01/1982,5.803183561,Iran
1,01/01/1982,0.555460017,Iraq
1,01/01/1982,0.037371242,Israel
1,01/01/1982,3.001934652,Kuwait
1,01/01/1982,0.716397248,Oman
1,01/01/1982,4.498645744,Qatar
1,01/01/1982,9.816122098,Saudi Arabia
1,01/01/1982,5.466036113,United Arab Emirates
1,01/01/1982,13.878869304,Algeria
1,01/01/1982,2.209694755,Egypt
1,01/01/1982,0.066103,Morocco
1,01/01/1982,0.161523718,South Africa
1,01/01/1982,0.000902837,Eastern Africa
1,01/01/1982,10.0585413,Australia
1,01/01/1982,1.51976327,Bangladesh
1,01/01/1982,10.338645435,China
1,01/01/1982,0,China Hong Kong SAR
1,01/01/1982,2.22997098,India
1,01/01/1982,5.821195185,Indonesia
1,01/01/1982,22.216968641,Japan
1,01/01/1982,2.368,Malaysia
1,01/01/1982,1.601419411,New Zealand
1,01/01/1982,6.131470335,Pakistan
1,01/01/1982,0,Philippines
1,01/01/1982,0,Singapore
1,01/01/1982,0,South Korea
1,01/01/1982,0,Sri Lanka
1,01/01/1982,1.27629,Taiwan
1,01/01/1982,1.208,Thailand
1,01/01/1982,0.015765262,Vietnam
1,01/01/1983,41.916552021,Canada
1,01/01/1983,23.060881505,Mexico
1,01/01/1983,390.561990731,US
1,01/01/1983,12.308856406,Argentina
1,01/01/1983,1.515853982,Brazil
1,01/01/1983,0.665674979,Chile
1,01/01/1983,3.143572657,Colombia
1,01/01/1983,0.109,Ecuador
1,01/01/1983,0.433662941,Peru
1,01/01/1983,3.378955288,Trinidad & Tobago
1,01/01/1983,14.927257094,Venezuela
1,01/01/1983,3.891406652,Austria
1,01/01/1983,7.120270851,Belgium
1,01/01/1983,4.023172829,Bulgaria
1,01/01/1983,0,Croatia
1,01/01/1983,0,Cyprus
1,01/01/1983,3.228009458,Czech Republic
1,01/01/1983,0.012549441,Denmark
1,01/01/1983,0,Estonia
1,01/01/1983,0.560642973,Finland
1,01/01/1983,22.510963,France
1,01/01/1983,48.438818794,Germany
1,01/01/1983,0.069131556,Greece
1,01/01/1983,8.490606191,Hungary
1,01/01/1983,0,Iceland
1,01/01/1983,1.655202064,Ireland
1,01/01/1983,22.397871883,Italy
1,01/01/1983,0,Latvia
1,01/01/1983,0,Lithuania
1,01/01/1983,0.2331,Luxembourg
1,01/01/1983,29.425814465,Netherlands
1,01/01/1983,0,North Macedonia
1,01/01/1983,1.056,Norway
1,01/01/1983,8.459974205,Poland
1,01/01/1983,0,Portugal
1,01/01/1983,30.314382438,Romania
1,01/01/1983,2.58033104,Slovakia
1,01/01/1983,0,Slovenia
1,01/01/1983,2.365640585,Spain
1,01/01/1983,0,Sweden
1,01/01/1983,0.97699914,Switzerland
1,01/01/1983,0.03210877,Turkey
1,01/01/1983,0,Ukraine
1,01/01/1983,42.372,United Kingdom
1,01/01/1983,,Azerbaijan
1,01/01/1983,,Belarus
1,01/01/1983,,Kazakhstan
1,01/01/1983,,Russian Federation
1,01/01/1983,,Turkmenistan
1,01/01/1983,397.411371931,USSR
1,01/01/1983,,Uzbekistan
1,01/01/1983,6.632253651,Iran
1,01/01/1983,0.383920894,Iraq
1,01/01/1983,0.052944535,Israel
1,01/01/1983,3.29600172,Kuwait
1,01/01/1983,0.889823732,Oman
1,01/01/1983,4.65883491,Qatar
1,01/01/1983,9.584952709,Saudi Arabia
1,01/01/1983,4.988177128,United Arab Emirates
1,01/01/1983,15.194754944,Algeria
1,01/01/1983,2.59039123,Egypt
1,01/01/1983,0.0698,Morocco
1,01/01/1983,0.183024333,South Africa
1,01/01/1983,0.000902837,Eastern Africa
1,01/01/1983,10.9264678,Australia
1,01/01/1983,1.691073517,Bangladesh
1,01/01/1983,10.581295957,China
1,01/01/1983,0,China Hong Kong SAR
1,01/01/1983,2.653288908,India
1,01/01/1983,7.811049011,Indonesia
1,01/01/1983,23.909145878,Japan
1,01/01/1983,3.319,Malaysia
1,01/01/1983,1.73347988,New Zealand
1,01/01/1983,6.045313844,Pakistan
1,01/01/1983,0,Philippines
1,01/01/1983,0,Singapore
1,01/01/1983,0,South Korea
1,01/01/1983,0,Sri Lanka
1,01/01/1983,1.19133,Taiwan
1,01/01/1983,1.422,Thailand
1,01/01/1983,0.054348667,Vietnam
1,01/01/1984,46.527536543,Canada
1,01/01/1984,23.094057839,Mexico
1,01/01/1984,417.160125677,US
1,01/01/1984,13.103245916,Argentina
1,01/01/1984,1.764283186,Brazil
1,01/01/1984,0.680803955,Chile
1,01/01/1984,3.121732588,Colombia
1,01/01/1984,0.157,Ecuador
1,01/01/1984,0.585941531,Peru
1,01/01/1984,3.54049871,Trinidad & Tobago
1,01/01/1984,16.511607911,Venezuela
1,01/01/1984,4.332750548,Austria
1,01/01/1984,7.347420464,Belgium
1,01/01/1984,4.230008598,Bulgaria
1,01/01/1984,0,Croatia
1,01/01/1984,0,Cyprus
1,01/01/1984,3.435963027,Czech Republic
1,01/01/1984,0.101291917,Denmark
1,01/01/1984,0,Estonia
1,01/01/1984,0.642113308,Finland
1,01/01/1984,22.95718,France
1,01/01/1984,50.584810241,Germany
1,01/01/1984,0.07605331,Greece
1,01/01/1984,8.647076526,Hungary
1,01/01/1984,0,Iceland
1,01/01/1984,1.753686586,Ireland
1,01/01/1984,26.386521926,Italy
1,01/01/1984,0,Latvia
1,01/01/1984,0,Lithuania
1,01/01/1984,0.252,Luxembourg
1,01/01/1984,31.264927869,Netherlands
1,01/01/1984,0,North Macedonia
