Number of Records,Year,CDE_Energy_Values,Countries
1,1998,2.607664496,Iceland
1,1998,40.004182288,Ireland
1,1998,426.313696404,Italy
1,1998,8.031262316,Latvia
1,1998,14.702530828,Lithuania
1,1998,8.025242511,Luxembourg
1,1998,219.868275234,Netherlands
1,1998,9.876607807,North Macedonia
1,1998,36.627465511,Norway
1,1998,330.0883796,Poland
1,1998,57.35088547,Portugal
1,1998,101.51083246,Romania
1,1998,40.057076851,Slovakia
1,1998,14.700101311,Slovenia
1,1998,274.376505357,Spain
1,1998,68.715498149,Sweden
1,1998,44.754057427,Switzerland
1,1998,187.086181509,Turkey
1,1998,329.1859158,Ukraine
1,1998,556.052926916,United Kingdom
1,1998,27.837569762,Azerbaijan
1,1998,54.488080326,Belarus
1,1998,122.950011777,Kazakhstan
1,1998,1446.989178005,Russian Federation
1,1998,32.722250666,Turkmenistan
1,1998,,USSR
1,1998,102.75688526,Uzbekistan
1,1998,278.799188857,Iran
1,1998,74.236973244,Iraq
1,1998,56.705758014,Israel
1,1998,47.469202402,Kuwait
1,1998,15.993574873,Oman
1,1998,25.249140586,Qatar
1,1998,264.941116721,Saudi Arabia
1,1998,124.821915953,United Arab Emirates
1,1998,64.693323036,Algeria
1,1998,108.06707332,Egypt
1,1998,29.894788166,Morocco
1,1998,332.825349038,South Africa
1,1998,54.986005404,Eastern Africa
1,1998,339.998956575,Australia
1,1998,21.145258752,Bangladesh
1,1998,3163.739508837,China
1,1998,50.808364648,China Hong Kong SAR
1,1998,894.773923867,India
1,1998,222.281201188,Indonesia
1,1998,1163.644198157,Japan
1,1998,105.398346198,Malaysia
1,1998,29.690586595,New Zealand
1,1998,88.318113954,Pakistan
1,1998,69.233768338,Philippines
1,1998,101.582817983,Singapore
1,1998,393.378716414,South Korea
1,1998,8.13092879,Sri Lanka
1,1998,206.289368723,Taiwan
1,1998,163.791909352,Thailand
1,1998,41.218846526,Vietnam
1,1999,504.408055191,Canada
1,1999,333.506232907,Mexico
1,1999,5577.146551609,US
1,1999,123.249977282,Argentina
1,1999,297.99914979,Brazil
1,1999,58.340955852,Chile
1,1999,54.974529538,Colombia
1,1999,18.954843578,Ecuador
1,1999,25.918005651,Peru
1,1999,12.406487726,Trinidad & Tobago
1,1999,129.712153825,Venezuela
1,1999,61.545945366,Austria
1,1999,135.282708617,Belgium
1,1999,46.073733005,Bulgaria
1,1999,18.82677866,Croatia
1,1999,7.590814726,Cyprus
1,1999,113.860273411,Czech Republic
1,1999,61.495231221,Denmark
1,1999,16.892208852,Estonia
1,1999,60.2125134,Finland
1,1999,384.63337117,France
1,1999,851.762231728,Germany
1,1999,97.99620028,Greece
1,1999,59.177923536,Hungary
1,1999,2.645961203,Iceland
1,1999,42.124480161,Ireland
1,1999,430.713195221,Italy
1,1999,7.380434342,Latvia
1,1999,12.705474755,Lithuania
1,1999,8.500231876,Luxembourg
1,1999,216.562323874,Netherlands
1,1999,9.025285864,North Macedonia
1,1999,36.307595148,Norway
1,1999,323.297266993,Poland
1,1999,62.9623637,Portugal
1,1999,85.972142131,Romania
1,1999,39.066394977,Slovakia
1,1999,14.281210162,Slovenia
1,1999,298.646299669,Spain
1,1999,65.491943898,Sweden
1,1999,43.585890207,Switzerland
1,1999,187.752435612,Turkey
1,1999,339.045218081,Ukraine
1,1999,546.986526315,United Kingdom
1,1999,27.230895673,Azerbaijan
1,1999,52.169953145,Belarus
1,1999,114.152930805,Kazakhstan
1,1999,1446.970067077,Russian Federation
1,1999,31.585054458,Turkmenistan
1,1999,,USSR
1,1999,115.252575205,Uzbekistan
1,1999,297.680761131,Iran
1,1999,55.290567189,Iraq
1,1999,58.544987436,Israel
1,1999,49.378510367,Kuwait
1,1999,18.742773797,Oman
1,1999,28.288552916,Qatar
1,1999,269.741177937,Saudi Arabia
1,1999,125.205932901,United Arab Emirates
1,1999,64.757337122,Algeria
1,1999,113.607267022,Egypt
1,1999,31.499392267,Morocco
1,1999,344.400445752,South Africa
1,1999,54.989896261,Eastern Africa
1,1999,356.629229525,Australia
1,1999,21.889563244,Bangladesh
1,1999,3294.657298726,China
1,1999,50.180347514,China Hong Kong SAR
1,1999,911.691750112,India
1,1999,244.931856621,Indonesia
1,1999,1196.985434325,Japan
1,1999,118.963335877,Malaysia
1,1999,30.952054319,New Zealand
1,1999,94.137694292,Pakistan
1,1999,67.367244769,Philippines
1,1999,100.384427682,Singapore
1,1999,427.545083191,South Korea
1,1999,8.885892679,Sri Lanka
1,1999,234.22409207,Taiwan
1,1999,171.245851735,Thailand
1,1999,40.218984342,Vietnam
1,2000,526.06377529,Canada
1,2000,353.18445211,Mexico
1,2000,5748.29334078,US
1,2000,124.760984664,Argentina
1,2000,302.214321545,Brazil
1,2000,56.352875002,Chile
1,2000,54.920625636,Colombia
1,2000,20.258841569,Ecuador
1,2000,26.046162586,Peru
1,2000,12.670223982,Trinidad & Tobago
1,2000,130.846348243,Venezuela
1,2000,61.585440293,Austria
1,2000,139.064045638,Belgium
1,2000,43.405226871,Bulgaria
1,2000,17.712264484,Croatia
1,2000,7.97593224,Cyprus
1,2000,124.004433435,Czech Republic
1,2000,57.525178079,Denmark
1,2000,17.44130154,Estonia
1,2000,59.728840784,Finland
1,2000,381.875105408,France
1,2000,849.490343543,Germany
1,2000,103.573431598,Greece
1,2000,55.465295586,Hungary
1,2000,2.781037263,Iceland
1,2000,43.383597022,Ireland
1,2000,435.16080482,Italy
1,2000,6.946308015,Latvia
1,2000,10.885189127,Lithuania
1,2000,9.037224261,Luxembourg
1,2000,218.441005683,Netherlands
1,2000,8.62267921,North Macedonia
1,2000,34.060427746,Norway
1,2000,299.375168419,Poland
1,2000,61.992407234,Portugal
1,2000,88.461783667,Romania
1,2000,37.236900081,Slovakia
1,2000,13.998305395,Slovenia
1,2000,309.556734031,Spain
1,2000,57.931699203,Sweden
1,2000,42.544731934,Switzerland
1,2000,206.401301306,Turkey
1,2000,338.965969229,Ukraine
1,2000,562.986952285,United Kingdom
1,2000,28.424276235,Azerbaijan
1,2000,51.008676403,Belarus
1,2000,100.48844117,Kazakhstan
1,2000,1453.343924848,Russian Federation
1,2000,26.898984455,Turkmenistan
1,2000,,USSR
1,2000,118.214645919,Uzbekistan
1,2000,313.897463638,Iran
1,2000,74.420531053,Iraq
1,2000,61.850632856,Israel
1,2000,51.314983138,Kuwait
1,2000,25.383489272,Oman
1,2000,22.458530144,Qatar
1,2000,278.099304886,Saudi Arabia
1,2000,124.408546971,United Arab Emirates
1,2000,62.915040443,Algeria
1,2000,118.679944391,Egypt
1,2000,31.581344246,Morocco
1,2000,343.170289548,South Africa
1,2000,54.311038295,Eastern Africa
1,2000,358.076753097,Australia
1,2000,23.512998769,Bangladesh
1,2000,3362.700474739,China
1,2000,53.392267453,China Hong Kong SAR
1,2000,962.480804119,India
1,2000,268.169332699,Indonesia
1,2000,1218.331033674,Japan
1,2000,131.255685212,Malaysia
1,2000,31.461531046,New Zealand
1,2000,97.805642204,Pakistan
1,2000,66.84629273,Philippines
1,2000,107.672062795,Singapore
1,2000,461.081323934,South Korea
1,2000,10.567441001,Sri Lanka
1,2000,235.738126932,Taiwan
1,2000,169.803677899,Thailand
1,2000,46.965870148,Vietnam
1,2001,523.913160152,Canada
1,2001,351.852841902,Mexico
1,2001,5636.832886834,US
1,2001,115.939459016,Argentina
1,2001,311.294873217,Brazil
1,2001,53.787738384,Chile
1,2001,52.905749418,Colombia
1,2001,20.867175877,Ecuador
1,2001,24.405532908,Peru
1,2001,13.759062426,Trinidad & Tobago
1,2001,143.244242147,Venezuela
1,2001,66.392925909,Austria
1,2001,139.204011257,Belgium
1,2001,46.810522574,Bulgaria
1,2001,18.53982704,Croatia
1,2001,8.090136201,Cyprus
1,2001,124.831541054,Czech Republic
1,2001,57.679695957,Denmark
1,2001,17.830481949,Estonia
1,2001,64.567997612,Finland
1,2001,383.537624836,France
1,2001,866.011105576,Germany
1,2001,105.810405938,Greece
1,2001,57.275935094,Hungary
1,2001,2.653432308,Iceland
1,2001,46.375150191,Ireland
1,2001,432.55210769,Italy
1,2001,7.708131808,Latvia
1,2001,12.098788563,Lithuania
1,2001,9.705767787,Luxembourg
1,2001,228.4550766,Netherlands
1,2001,8.673457942,North Macedonia
1,2001,35.844402764,Norway
1,2001,297.687608685,Poland
1,2001,60.976982778,Portugal
1,2001,90.788201606,Romania
1,2001,38.880539796,Slovakia
1,2001,14.687943258,Slovenia
1,2001,313.605919452,Spain
1,2001,59.41100284,Sweden
1,2001,45.64067754,Switzerland
1,2001,186.758271549,Turkey
1,2001,339.027641528,Ukraine
1,2001,574.288832366,United Kingdom
1,2001,26.154664154,Azerbaijan
1,2001,48.695050486,Belarus
1,2001,118.614015146,Kazakhstan
1,2001,1466.507973791,Russian Federation
1,2001,33.085732357,Turkmenistan
1,2001,,USSR
1,2001,118.590721098,Uzbekistan
1,2001,328.480747293,Iran
1,2001,84.091972958,Iraq
1,2001,62.515626186,Israel
1,2001,52.167494403,Kuwait
1,2001,28.090243759,Oman
1,2001,21.976074307,Qatar
1,2001,287.066232406,Saudi Arabia
1,2001,125.100959595,United Arab Emirates
1,2001,65.22029141,Algeria
1,2001,126.337610041,Egypt
1,2001,34.359788368,Morocco
1,2001,348.378344901,South Africa
1,2001,57.349897367,Eastern Africa
1,2001,360.339538355,Australia
1,2001,27.683541485,Bangladesh
1,2001,3525.028704956,China
1,2001,70.008707033,China Hong Kong SAR
1,2001,970.319355719,India
1,2001,290.55731859,Indonesia
1,2001,1209.687792475,Japan
1,2001,133.338084532,Malaysia
1,2001,33.846961581,New Zealand
1,2001,98.884071392,Pakistan
1,2001,67.695532169,Philippines
1,2001,118.180100887,Singapore
1,2001,472.589428872,South Korea
1,2001,10.430146835,Sri Lanka
1,2001,233.609547241,Taiwan
1,2001,176.293050667,Thailand
1,2001,51.372604823,Vietnam
1,2002,534.826358946,Canada
1,2002,371.33598027,Mexico
1,2002,5651.876613896,US
1,2002,110.193388148,Argentina
1,2002,311.24354347,Brazil
1,2002,55.287810232,Chile
1,2002,50.541708038,Colombia
1,2002,20.27357667,Ecuador
1,2002,25.16178765,Peru
1,2002,15.529966877,Trinidad & Tobago
1,2002,145.435580738,Venezuela
1,2002,67.311847828,Austria
1,2002,137.133459981,Belgium
1,2002,45.367168008,Bulgaria
1,2002,19.6424153,Croatia
1,2002,7.945569531,Cyprus
1,2002,121.029331948,Czech Republic
1,2002,56.791371945,Denmark
1,2002,17.781207337,Estonia
1,2002,67.835885262,Finland
1,2002,380.151042443,France
1,2002,852.633100519,Germany
1,2002,105.144994541,Greece
1,2002,56.031608836,Hungary
1,2002,2.758856249,Iceland
1,2002,45.661666162,Ireland
1,2002,434.509619552,Italy
1,2002,7.912007427,Latvia
1,2002,11.582381621,Lithuania
1,2002,10.463742035,Luxembourg
1,2002,228.588615059,Netherlands
1,2002,8.132445762,North Macedonia
1,2002,35.163503257,Norway
1,2002,294.222353821,Poland
1,2002,64.301227928,Portugal
1,2002,93.936510037,Romania
1,2002,38.488788402,Slovakia
1,2002,14.94795011,Slovenia
1,2002,332.227215757,Spain
1,2002,60.129939148,Sweden
1,2002,43.358406338,Switzerland
1,2002,197.616091184,Turkey
1,2002,333.855773888,Ukraine
1,2002,553.942886919,United Kingdom
1,2002,25.877890386,Azerbaijan
1,2002,48.877280778,Belarus
1,2002,120.353967027,Kazakhstan
1,2002,1466.271947406,Russian Federation
1,2002,28.671231296,Turkmenistan
1,2002,,USSR
1,2002,120.609098562,Uzbekistan
1,2002,355.015969235,Iran
1,2002,78.974528358,Iraq
1,2002,63.882748847,Israel
1,2002,53.746822019,Kuwait
1,2002,30.816771908,Oman
1,2002,25.851087475,Qatar
1,2002,294.942038228,Saudi Arabia
1,2002,133.399518585,United Arab Emirates
1,2002,68.218389109,Algeria
1,2002,121.901308533,Egypt
1,2002,35.371638376,Morocco
1,2002,337.607073766,South Africa
1,2002,57.057380423,Eastern Africa
1,2002,365.252754546,Australia
1,2002,29.672063709,Bangladesh
1,2002,3845.446733427,China
1,2002,67.192795503,China Hong Kong SAR
1,2002,1021.90921497,India
1,2002,301.063202259,Indonesia
1,2002,1214.931058431,Japan
1,2002,143.892859906,Malaysia
1,2002,33.754747611,New Zealand
1,2002,101.201974614,Pakistan
1,2002,65.895777721,Philippines
1,2002,112.250917244,Singapore
1,2002,489.467225146,South Korea
1,2002,11.075162663,Sri Lanka
1,2002,243.856262178,Taiwan
1,2002,190.906390732,Thailand
1,2002,57.518811339,Vietnam
1,2003,546.869787152,Canada
1,2003,372.835865122,Mexico
1,2003,5717.460375708,US
1,2003,119.669288499,Argentina
1,2003,308.543611731,Brazil
1,2003,55.288288037,Chile
1,2003,52.365836411,Colombia
1,2003,20.37130369,Ecuador
1,2003,24.367737525,Peru
1,2003,16.771605029,Trinidad & Tobago
1,2003,126.16688472,Venezuela
1,2003,73.308107021,Austria
1,2003,144.213727525,Belgium
1,2003,48.959101902,Bulgaria
1,2003,20.973744501,Croatia
1,2003,8.493194148,Cyprus
1,2003,124.243686372,Czech Republic
1,2003,61.990096428,Denmark
1,2003,19.632338219,Estonia
1,2003,76.224072554,Finland
1,2003,387.114176039,France
1,2003,857.87570931,Germany
1,2003,108.414534495,Greece
1,2003,58.544613331,Hungary
1,2003,2.770585241,Iceland
1,2003,45.250953235,Ireland
1,2003,453.065398019,Italy
1,2003,7.84482993,Latvia
1,2003,11.755681157,Lithuania
1,2003,11.009677226,Luxembourg
1,2003,228.641059116,Netherlands
1,2003,8.873036325,North Macedonia
1,2003,36.566450446,Norway
1,2003,303.373847671,Poland
1,2003,60.619613764,Portugal
1,2003,97.954683912,Romania
1,2003,38.831053057,Slovakia
1,2003,14.78403978,Slovenia
1,2003,338.423737231,Spain
1,2003,64.627337235,Sweden
1,2003,42.60142372,Switzerland
1,2003,209.898084825,Turkey
1,2003,341.014845112,Ukraine
1,2003,563.939417959,United Kingdom
1,2003,27.939360138,Azerbaijan
1,2003,47.752415542,Belarus
1,2003,132.166946243,Kazakhstan
1,2003,1495.205615009,Russian Federation
1,2003,38.892053314,Turkmenistan
1,2003,,USSR
1,2003,112.22671496,Uzbekistan
1,2003,359.737308111,Iran
1,2003,72.94253555,Iraq
1,2003,65.541883121,Israel
1,2003,64.199651258,Kuwait
1,2003,31.655649108,Oman
1,2003,28.001474652,Qatar
1,2003,312.593586525,Saudi Arabia
1,2003,143.060878899,United Arab Emirates
1,2003,71.200391505,Algeria
1,2003,131.29319072,Egypt
1,2003,34.697929632,Morocco
1,2003,370.244858765,South Africa
1,2003,55.198043677,Eastern Africa
1,2003,372.195203543,Australia
1,2003,30.750081519,Bangladesh
1,2003,4534.389196504,China
1,2003,71.264688802,China Hong Kong SAR
1,2003,1062.269894452,India
1,2003,331.023335945,Indonesia
1,2003,1255.834391402,Japan
1,2003,159.13856215,Malaysia
1,2003,35.943473048,New Zealand
1,2003,106.689506759,Pakistan
1,2003,67.999157519,Philippines
1,2003,104.057812523,Singapore
1,2003,498.989144061,South Korea
1,2003,11.149433455,Sri Lanka
1,2003,252.982235559,Taiwan
1,2003,202.053532556,Thailand
1,2003,62.929661505,Vietnam
1,2004,540.244139501,Canada
1,2004,390.331413698,Mexico
1,2004,5815.977793722,US
1,2004,129.954884246,Argentina
1,2004,323.537495578,Brazil
1,2004,60.237774233,Chile
1,2004,51.886132122,Colombia
1,2004,23.089980275,Ecuador
1,2004,27.477596076,Peru
1,2004,17.687310319,Trinidad & Tobago
1,2004,139.948924021,Venezuela
1,2004,71.971746845,Austria
1,2004,142.995376464,Belgium
1,2004,47.167290572,Bulgaria
1,2004,20.253827556,Croatia
1,2004,8.277335303,Cyprus
1,2004,125.031885412,Czech Republic
1,2004,56.010217171,Denmark
1,2004,20.222460336,Estonia
1,2004,69.977268871,Finland
1,2004,389.100463311,France
1,2004,843.700844124,Germany
1,2004,108.618514107,Greece
1,2004,57.228929533,Hungary
1,2004,2.870839348,Iceland
1,2004,45.516037545,Ireland
1,2004,471.096802178,Italy
1,2004,8.464928472,Latvia
1,2004,12.255096842,Lithuania
1,2004,12.500873501,Luxembourg
1,2004,235.141849614,Netherlands
1,2004,8.584688087,North Macedonia
1,2004,37.086232673,Norway
1,2004,301.702385546,Poland
1,2004,62.254879891,Portugal
1,2004,98.871317808,Romania
1,2004,37.750269527,Slovakia
1,2004,15.014755678,Slovenia
1,2004,359.513671006,Spain
1,2004,62.225285243,Sweden
1,2004,42.55839851,Switzerland
1,2004,217.221529204,Turkey
1,2004,326.891637016,Ukraine
1,2004,569.288825314,United Kingdom
1,2004,30.815783534,Azerbaijan
1,2004,54.690098735,Belarus
1,2004,143.895041637,Kazakhstan
1,2004,1490.302711406,Russian Federation
1,2004,38.548714662,Turkmenistan
1,2004,,USSR
1,2004,115.110154504,Uzbekistan
1,2004,388.247329157,Iran
1,2004,77.688977015,Iraq
1,2004,66.04511965,Israel
1,2004,72.618911845,Kuwait
1,2004,29.502568791,Oman
1,2004,32.90810692,Qatar
1,2004,338.073978033,Saudi Arabia
1,2004,153.525846842,United Arab Emirates
1,2004,74.360457202,Algeria
1,2004,136.604391065,Egypt
1,2004,40.120194067,Morocco
1,2004,408.89598945,South Africa
1,2004,61.987665505,Eastern Africa
1,2004,385.896452593,Australia
1,2004,33.012386128,Bangladesh
1,2004,5337.028786733,China
1,2004,78.463721894,China Hong Kong SAR
1,2004,1116.585316532,India
1,2004,329.787679079,Indonesia
1,2004,1242.085544527,Japan
1,2004,170.660180947,Malaysia
1,2004,35.096908663,New Zealand
1,2004,117.893927003,Pakistan
1,2004,70.295680466,Philippines
1,2004,116.53685711,Singapore
1,2004,514.790871518,South Korea
1,2004,10.903799009,Sri Lanka
1,2004,265.809843251,Taiwan
1,2004,218.620757618,Thailand
1,2004,81.357256403,Vietnam
1,2005,541.545228458,Canada
1,2005,416.244300338,Mexico
1,2005,5851.321940432,US
1,2005,138.541190155,Argentina
1,2005,330.616356782,Brazil
1,2005,61.533850967,Chile
1,2005,50.873596178,Colombia
1,2005,25.221076083,Ecuador
1,2005,28.593165062,Peru
1,2005,17.773559295,Trinidad & Tobago
1,2005,146.346961292,Venezuela
1,2005,73.953581179,Austria
1,2005,138.95841645,Belgium
1,2005,48.892442562,Bulgaria
1,2005,20.824898161,Croatia
1,2005,9.316718742,Cyprus
1,2005,123.459698217,Czech Republic
1,2005,53.278996571,Denmark
1,2005,19.619190875,Estonia
1,2005,59.41668958,Finland
1,2005,389.957652036,France
1,2005,822.168641432,Germany
1,2005,109.125004815,Greece
1,2005,57.449831755,Hungary
1,2005,2.862514472,Iceland
1,2005,47.665560106,Ireland
1,2005,472.282309371,Italy
1,2005,8.674601192,Latvia
1,2005,13.140969198,Lithuania
1,2005,12.786984147,Luxembourg
1,2005,237.693655053,Netherlands
1,2005,8.925090039,North Macedonia
1,2005,36.022946722,Norway
1,2005,306.986835756,Poland
1,2005,65.10079948,Portugal
1,2005,94.19190836,Romania
1,2005,38.641419176,Slovakia
1,2005,15.218157171,Slovenia
1,2005,372.977698896,Spain
1,2005,60.696875502,Sweden
1,2005,43.472648154,Switzerland
1,2005,225.243646742,Turkey
1,2005,313.068999036,Ukraine
1,2005,576.334375821,United Kingdom
1,2005,33.504866183,Azerbaijan
1,2005,55.760228198,Belarus
1,2005,148.928390193,Kazakhstan
1,2005,1466.601692386,Russian Federation
1,2005,39.053824677,Turkmenistan
1,2005,,USSR
1,2005,112.193607158,Uzbekistan
1,2005,416.317647427,Iran
1,2005,74.312430803,Iraq
1,2005,67.645803297,Israel
1,2005,80.516439869,Kuwait
1,2005,32.809728832,Oman
1,2005,37.999677876,Qatar
1,2005,357.128657964,Saudi Arabia
1,2005,160.130700606,United Arab Emirates
1,2005,77.157290658,Algeria
1,2005,147.125633224,Egypt
1,2005,43.888725461,Morocco
1,2005,393.021177855,South Africa
1,2005,63.824446701,Eastern Africa
1,2005,383.622165918,Australia
1,2005,35.433461027,Bangladesh
1,2005,6099.479728529,China
1,2005,75.767913801,China Hong Kong SAR
1,2005,1204.552701342,India
1,2005,339.744796093,Indonesia
1,2005,1277.419797271,Japan
1,2005,180.9781078,Malaysia
1,2005,37.009264645,New Zealand
1,2005,120.224815704,Pakistan
1,2005,70.426976589,Philippines
1,2005,127.528581796,Singapore
1,2005,520.036047688,South Korea
1,2005,12.561952213,Sri Lanka
1,2005,268.105454859,Taiwan
1,2005,227.518776636,Thailand
1,2005,85.987881026,Vietnam
1,2006,528.309298011,Canada
1,2006,426.790029121,Mexico
1,2006,5770.96040296,US
1,2006,143.535964679,Argentina
1,2006,336.193028884,Brazil
1,2006,65.436610496,Chile
1,2006,61.270955652,Colombia
1,2006,26.712739381,Ecuador
1,2006,27.489541651,Peru
1,2006,19.21239929,Trinidad & Tobago
1,2006,165.385761164,Venezuela
1,2006,71.871727628,Austria
1,2006,141.062803836,Belgium
1,2006,50.092557392,Bulgaria
1,2006,20.858787535,Croatia
1,2006,9.142110268,Cyprus
1,2006,125.353010288,Czech Republic
1,2006,61.678720429,Denmark
1,2006,19.077998217,Estonia
1,2006,69.5762335,Finland
1,2006,380.268751869,France
1,2006,840.120242529,Germany
1,2006,110.107865396,Greece
1,2006,57.155106995,Hungary
1,2006,2.99952459,Iceland
1,2006,47.54330127,Ireland
1,2006,470.226158119,Italy
1,2006,8.447173842,Latvia
1,2006,13.406665174,Lithuania
1,2006,12.494310673,Luxembourg
1,2006,235.323974591,Netherlands
1,2006,8.90854954,North Macedonia
1,2006,36.271950015,Norway
1,2006,320.188824082,Poland
1,2006,60.277432715,Portugal
1,2006,99.222835797,Romania
1,2006,37.188287246,Slovakia
1,2006,15.652610509,Slovenia
1,2006,366.877498541,Spain
1,2006,61.749163148,Sweden
1,2006,44.273737974,Switzerland
1,2006,248.267804559,Turkey
1,2006,321.159420293,Ukraine
1,2006,579.890473413,United Kingdom
1,2006,33.22872807,Azerbaijan
1,2006,57.892943755,Belarus
1,2006,159.984245547,Kazakhstan
1,2006,1534.998602028,Russian Federation
1,2006,39.379419421,Turkmenistan
1,2006,,USSR
1,2006,104.861732964,Uzbekistan
1,2006,451.329583744,Iran
1,2006,75.936328726,Iraq
1,2006,67.431818248,Israel
1,2006,75.263905829,Kuwait
1,2006,35.794252034,Oman
1,2006,39.841258218,Qatar
1,2006,374.420659686,Saudi Arabia
1,2006,169.151660157,United Arab Emirates
1,2006,81.018191668,Algeria
1,2006,151.274125762,Egypt
1,2006,44.562642951,Morocco
1,2006,401.527970632,South Africa
1,2006,64.858582179,Eastern Africa
1,2006,405.35245496,Australia
1,2006,37.962320466,Bangladesh
1,2006,6677.859014385,China
1,2006,79.9262108,China Hong Kong SAR
1,2006,1252.540623197,India
1,2006,358.287769249,Indonesia
1,2006,1253.690838694,Japan
1,2006,186.794967463,Malaysia
1,2006,37.047286995,New Zealand
1,2006,130.254847694,Pakistan
1,2006,67.53831443,Philippines
1,2006,140.571920442,Singapore
1,2006,527.383986151,South Korea
1,2006,12.996897811,Sri Lanka
1,2006,275.314683621,Taiwan
1,2006,223.789456687,Thailand
1,2006,71.916302523,Vietnam
1,2007,551.171861764,Canada
1,2007,428.891303696,Mexico
1,2007,5861.10073591,US
1,2007,156.696679487,Argentina
1,2007,350.722080368,Brazil
1,2007,76.466742576,Chile
1,2007,60.024447343,Colombia
1,2007,26.991410979,Ecuador
1,2007,31.298697752,Peru
1,2007,21.583455663,Trinidad & Tobago
1,2007,164.030020373,Venezuela
1,2007,68.18721333,Austria
1,2007,140.755384873,Belgium
1,2007,53.390207821,Bulgaria
1,2007,22.041587037,Croatia
1,2007,9.322417697,Cyprus
1,2007,124.857187088,Czech Republic
1,2007,56.849382031,Denmark
1,2007,22.084520929,Estonia
1,2007,67.454258427,Finland
1,2007,371.167334715,France
1,2007,807.230947555,Germany
1,2007,114.630546931,Greece
1,2007,55.567407888,Hungary
1,2007,3.059076067,Iceland
1,2007,48.395367331,Ireland
1,2007,460.876065977,Italy
1,2007,8.781712128,Latvia
1,2007,13.187489718,Lithuania
1,2007,12.008025519,Luxembourg
1,2007,234.195790571,Netherlands
1,2007,9.349147707,North Macedonia
1,2007,36.145478693,Norway
1,2007,316.988534564,Poland
1,2007,58.728199947,Portugal
1,2007,95.334360912,Romania
1,2007,35.069003927,Slovakia
1,2007,15.688345333,Slovenia
1,2007,378.672221683,Spain
1,2007,59.154076919,Sweden
1,2007,40.303044824,Switzerland
1,2007,273.003701497,Turkey
1,2007,315.422573916,Ukraine
1,2007,570.241943413,United Kingdom
1,2007,29.940650643,Azerbaijan
1,2007,56.734914025,Belarus
1,2007,175.458237671,Kazakhstan
1,2007,1528.103910984,Russian Federation
1,2007,38.453185362,Turkmenistan
1,2007,,USSR
1,2007,111.620672608,Uzbekistan
1,2007,480.712682282,Iran
1,2007,78.956375744,Iraq
1,2007,70.40353826,Israel
1,2007,73.07831977,Kuwait
1,2007,35.46184883,Oman
1,2007,45.390659382,Qatar
1,2007,392.461927156,Saudi Arabia
1,2007,185.717763386,United Arab Emirates
1,2007,85.442764665,Algeria
1,2007,160.169045974,Egypt
1,2007,43.77363127,Morocco
1,2007,411.789665753,South Africa
1,2007,66.73613132,Eastern Africa
1,2007,409.53165417,Australia
1,2007,39.691875062,Bangladesh
1,2007,7240.328284178,China
1,2007,85.619367951,China Hong Kong SAR
1,2007,1365.507712057,India
1,2007,386.593550417,Indonesia
1,2007,1267.62067391,Japan
1,2007,190.399125989,Malaysia
1,2007,35.869127153,New Zealand
1,2007,141.978672952,Pakistan
1,2007,71.771772189,Philippines
1,2007,151.423392948,Singapore
1,2007,545.620808638,South Korea
1,2007,13.813938986,Sri Lanka
1,2007,277.836759502,Taiwan
1,2007,236.689517074,Thailand
1,2007,78.791679626,Vietnam
1,2008,545.616885554,Canada
1,2008,431.56965305,Mexico
1,2008,5675.7023044,US
1,2008,160.199632164,Argentina
1,2008,374.022244652,Brazil
1,2008,77.401805519,Chile
1,2008,67.371182155,Colombia
1,2008,27.468618794,Ecuador
1,2008,34.733066245,Peru
1,2008,21.640975277,Trinidad & Tobago
1,2008,171.79489345,Venezuela
1,2008,69.00759514,Austria
1,2008,142.346846261,Belgium
1,2008,50.630935445,Bulgaria
1,2008,21.111491683,Croatia
1,2008,9.487127984,Cyprus
1,2008,119.976905678,Czech Republic
1,2008,54.162899416,Denmark
1,2008,21.041553938,Estonia
1,2008,60.02321182,Finland
1,2008,371.070598047,France
1,2008,806.468611386,Germany
1,2008,108.903329641,Greece
1,2008,54.393621064,Hungary
1,2008,2.798592209,Iceland
1,2008,47.947016796,Ireland
1,2008,446.892622323,Italy
1,2008,8.641524055,Latvia
1,2008,13.325913883,Lithuania
1,2008,11.942217075,Luxembourg
1,2008,231.402432029,Netherlands
1,2008,9.186116117,North Macedonia
1,2008,35.518005237,Norway
1,2008,319.194516305,Poland
1,2008,57.711974474,Portugal
1,2008,93.3280858,Romania
1,2008,36.255186568,Slovakia
1,2008,16.818819856,Slovenia
1,2008,352.255983088,Spain
1,2008,56.14805058,Sweden
1,2008,43.039504786,Switzerland
1,2008,276.894192513,Turkey
1,2008,317.342663627,Ukraine
1,2008,562.849884842,United Kingdom
1,2008,29.612625451,Azerbaijan
1,2008,59.421755115,Belarus
1,2008,189.397503314,Kazakhstan
1,2008,1554.282842817,Russian Federation
1,2008,32.26384076,Turkmenistan
1,2008,,USSR
1,2008,103.300228864,Uzbekistan
1,2008,503.563370174,Iran
1,2008,82.393945913,Iraq
1,2008,71.626491035,Israel
1,2008,79.649668138,Kuwait
1,2008,42.332073802,Oman
1,2008,50.250586247,Qatar
1,2008,424.421940284,Saudi Arabia
1,2008,211.484842198,United Arab Emirates
1,2008,90.811966268,Algeria
1,2008,170.455754787,Egypt
1,2008,48.638962043,Morocco
